"","SID31004","SID31009","SID31021","SID31030","SID31071","SID31112","SID31129","SID31137","SID31159","SID31160","SID31188","SID31219","SID31223","SID31233","SID31236","SID31237","SID31256","SID31267","SID31275","SID31276","SID31282","SID31285","SID31300","SID31328","SID31333","SID31337","SID31343","SID31360","SID31367","SID31379","SID31398","SID31416","SID31424","SID31428","SID31431","SID31446","SID31449","SID31450","SID31452","SID31455","SID31477","SID31489","SID31493","SID31501","SID31512","SID31519","SID31537","SID31549","SID31557","SID31582","SID31637","SID31685","SID31700","SID31705","SID31711","SID31714","SID31723","SID31749","SID31750","SID31766","SID31865","SID31866","SID31868","SID31870","SID31871","SID31872","SID31873","SID31874","SID31875","SID31876","SID31877","SID31878","SID31879","SID31880","SID31881","SID31883","SID31884","SID530002","SID530018","SID530026","SID530028","SID530039","SID530041","SID530050","SID530052","SID530054","SID530055","SID530074","SID530075","SID530119","SID530142","SID530154","SID530163","SID530167","SID530168","SID530172","SID530177","SID530185","SID530215","SID530227","SID530251","SID530258","SID530262","SID530295","SID530297","SID530315","SID530323","SID530331","SID530348","SID530364","SID530368","SID530373","SID530394","SID530398","SID530403","SID530444","SID530450","SID530451","SID530558","SID530600","SID530623","SID530697","SID530705","SID530743","SID530756","SID530840","SID530867","SID530890","SID531128","SID531155","SID531248","SID531274","SID531277","SID531281","SID531333","SID531352","SID531361","SID531382","SID531403","SID531414","SID531416","SID531424","SID531469","SID531663","SID531766","SID531775","SID532305","SID532749","SID532779","SID532796","SID532802","SID532826","SID532832","SID532915"
"Succinivibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacteriaceae",0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacteriaceae",0,0.0353,0,0,0.00566,0.10986,0.65604,0,22.65219,0,0.1473,18.49638,0.41749,0,0.00497,0.0033,0,0.01419,2.40127,0.19125,0.19731,0.10768,0.02239,0.11154,0,16.97026,9.05434,0.08969,75.13071,0.12849,0.21713,0.01588,0.04169,0,1.07551,14.75018,0.03319,37.43803,1.02102,3.7689,0.03999,0.03179,37.98368,1.64799,0,0.23222,0,0.62078,0.1565,0.00917,25.37918,0.03009,7.20234,35.81233,0.37778,11.13721,0.56927,1.97564,0.41703,0,0.04757,1.40682,14.64053,0.46771,0.00124,0.35707,0.00322,0.16154,0,17.6755,0.24421,0.01577,25.22979,1.38096,0.11088,9.49884,4.69476,0,0,0.11881,0,0,0.00111,1.06738,0.00709,0.10778,0.0023,0,50.11752,0.01158,0.05973,0.98244,0.14019,5.50676,0.06912,0,0,4.6207,0.18421,0,1.53176,0,0.13788,0.01736,0.09932,14.18986,5.20899,0.19753,0.02254,1.36161,0,0.75262,0.0531,0,20.77342,0.00126,0.00419,7.95278,0,0.46993,0.01156,0.04145,2.97547,0.36451,11.17012,54.46453,0.04643,0.54551,0.09856,2.11451,0.00426,92.27448,0.45972,21.41425,0.55685,4.10473,0.13679,0.03469,8.02336,0,1.26984,0.00261,0.23169,0.18896,0.17232,3.13107,0.09218,0.0544,0,0.07872,0.09505,0.40788,0.00559,0.46225
"Hafniaceae",0.15446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moraxellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasteurellaceae",0.09785,0,0.00582,0.07125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35507,0,0,0,0,0,6e-04,0.03939,7e-04,0,0,0,0,0.03573,0,0,0,0,0,0,0,0.00207,0,0.00152,0,0.00133,0,0,0,0,0.21626,0.7659,0,0,0,0,0,0,0,0,0,0.0247,0,0,0,0,0,0.00233,0,0,0,0.01964,0,0.04668,0,0,0,0,0,0,0.00577,0.07793,0,0.00141,0,0.00549,0,0,0,0,0,0,0.01341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0.00068,0.0018,0,0,0,0,0,0.00126,0,0,0,0,0,0.10004,0,0,0,0.00432,0,0.01599,0.04033,0.00882,0,0.97977,0,0,0,0,0,0,0,0,0.69552,0,0.04066,0,0,0,0.02187,0,0.0087,0,0,0
"Xanthomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyspiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponemataceae",0,0,0,0,0,0,0,0,0,0.90538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistaceae",0,0,0,0,0,0,0,0,0,0,0.00418,0.00537,0.05291,0,0,0,0,0.0018,0.22833,0,0,0.00165,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265,0,0,0.00073,0,0,0,0,0.0014,0.00454,0.0015,0,0,0.00281,0,0,0.05996,0,0,0,0,0,0.00357,0,0.01286,0,0,0.01502,0.00061,0,0,0,0,0,0,0.00143,0,0,0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0,0,0.00079,0,0,0,0,0,0.00232,0,0,0.00933,0,0,0.00148,0,7e-04,0.00089,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992,0,0.00095,0,0,0,0,0.00091
"Blastocystidae",0,0,0,0,0,0,0,0,0,0,0,0,0.05755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown",2.28002,1.29856,9.59872,2.87677,1.0538,0.03493,0.30868,0.14513,0.17852,2.94318,0.95165,4.52091,16.8884,0.46193,1.57619,0.50047,2.13585,2.5817,4.65125,1.96534,1.1426,6.37515,12.6267,1.85676,0.22642,0.05459,0.04433,0.6906,0.4358,0.23818,0.96822,0.14075,1.52826,0.08096,2.39318,0.9782,0.57056,0.37506,3.22149,0.99915,0.40755,1.27531,0.36467,0.15013,0.75631,1.2466,0.81752,7.91005,0.02211,0.79462,0.3445,1.41315,2.09503,0.07284,0.00312,0.1507,0.17204,1.63537,2.27384,1.33014,1.51606,1.69063,1.14728,0.13035,0.7935,6.19293,0.59272,1.43217,1.92264,1.61404,2.23268,2.13268,0.43612,2.58601,5.89395,0.77799,0.53646,6.02321,0.16383,0.77164,1.14446,0,2.31325,3.56066,0.02126,0.51136,3.33111,0.00363,0.77358,2.66308,1.30713,0.14108,0.0456,6.96483,1.0864,1.43746,0.18295,2.29072,1.18146,3.32952,0.01136,0.96383,7.24754,5.7802,1.88344,0.81287,0.25737,1.58618,0.0308,1.68386,2.41657,1.14007,2.52369,0.4194,0.65544,4.01665,0.85012,1.09905,2.41959,1.62848,3.73817,2.63527,5.10818,3.07437,0.69087,1.32943,2.20895,0.88356,4.98994,1.59441,0.46184,0.03021,1.24891,1.53334,1.1668,0.46858,0.22814,2.10997,0.03758,2.85634,5.05932,0,2.12931,4.07218,0.79061,0.56214,1.90821,0.07642,6.99146,7.11673,1.71296,0.12997,1.32662,1.30337
"Akkermansiaceae",0,0,9.57241,46.97953,0.14542,0,0.00654,1.44856,0.01838,0,0,0,0.31108,0,0.00809,0,0.74529,4.62367,4.96054,2.79444,0.71267,2.47801,0.03224,1.55345,0.00687,0,0,2.75822,0.37329,0,0.44405,1.67024,0.00162,9.06777,4.21979,0.00861,0.36203,0.04408,4.60642,0.01307,0.11952,0.13051,0.1696,0,0.00306,18.30583,10.64733,0.01026,0,0,0,0.04413,0,0,0.01666,0,0.00133,0.22954,1.28223,0.0024,0.00432,41.19962,1.89056,0,0.41685,6.19881,17.34864,0.07123,1.25564,1.4065,0.01789,7.69547,0.00104,0.1073,3.15612,0.01291,14.16565,0.13033,0,0.01303,0.72233,0.00208,29.96501,1.16784,1.84458,1.6585,0.29158,0.65341,0.11793,0.01161,0.00084,0,0.09557,9.7942,0.80559,0.05232,3.53259,0,0.35682,10.21507,0,4.0445,3.79378,0.00246,1.88933,0.00278,0.00509,0.59233,0.0561,7.97017,7.49828,9.97718,5.31476,1.53229,0.02901,0,1.42169,0,4.81037,1.09287,0.99651,7.71843,0.03082,14.70188,0.0012,0.01081,0.55101,0.30897,1.39432,0.31785,0.36378,0.00767,1.12785,0.04312,26.04215,0.00541,0.02072,1.99101,0,2.30759,4.26847,0,0,4.83077,0.09375,0.00385,0,4.37518,0.11992,2.05368,0.00347,0,0,0.00352
