"","CCMD11006829ST.21.0","CCMD12232071ST.21.0","CCMD13071240ST.21.0","CCMD13934959ST.21.0","CCMD14479708ST.21.0","CCMD18872694ST.21.0","CCMD19497912ST.21.0","CCMD23101338ST.21.0","CCMD25511638ST.21.0","CCMD25963797ST.21.0","CCMD26709089ST.21.0","CCMD26925580ST.21.0","CCMD34381688ST.21.0","CCMD35802077ST.21.0","CCMD40701343ST.21.0","CCMD42428553ST.21.0","CCMD45988061ST.21.0","CCMD46222674ST.21.0","CCMD46947453ST.21.0","CCMD48236717ST.21.0","CCMD50071957ST.21.0","CCMD51864103ST.21.0","CCMD60079086ST.21.0","CCMD63399960ST.21.0","CCMD64503764ST.21.0","CCMD64776337ST.21.0","CCMD72895164ST.21.0","CCMD74930188ST.21.0","CCMD79987997ST.21.0","CCMD82866709ST.21.0","CCMD86114146ST.21.0","CCMD86707194ST.21.0","CCMD87156761ST.21.0","CCMD88272491ST.21.0","CCMD90311071ST.21.0","CCMD93344354ST.21.0","CCMD95433940ST.21.0","CCMD96553385ST.21.0","MMPU29365221ST","MMPU68403337ST","MMPU72854103ST","MMPU84450604ST","MMPU99077057ST","CCMD10032470ST.11.0","CCMD10191450ST.11.0","CCMD15562448ST.11.0","CCMD17410933ST.11.0","CCMD18579000ST.11.0","CCMD18829815ST.11.0","CCMD19168690ST.11.0","CCMD21593359ST.11.0","CCMD21703880ST.11.0","CCMD22852639ST.11.0","CCMD23541216ST.11.0","CCMD25475945ST.11.0","CCMD26625622ST.11.0","CCMD27463710ST.11.0","CCMD27867141ST.11.0","CCMD28738636ST.11.0","CCMD29706695ST.11.0","CCMD30626189ST.11.0","CCMD30627121ST.11.0","CCMD31009081ST.11.0","CCMD31134579ST.11.0","CCMD32288175ST.11.0","CCMD32965613ST.11.0","CCMD35081859ST.11.0","CCMD35633353ST.11.0","CCMD35801800ST.11.0","CCMD37575804ST.11.0","CCMD38158721ST.11.0","CCMD39157124ST.11.0","CCMD39882286ST.11.0","CCMD41202658ST.11.0","CCMD41521570ST.11.0","CCMD42956136ST.11.0","CCMD45004878ST.11.0","CCMD45812507ST.11.0","CCMD46727384ST.11.0","CCMD49025643ST.11.0","CCMD49461418ST.11.0","CCMD49942357ST.11.0","CCMD50300306ST.11.0","CCMD50529145ST.11.0","CCMD50538120ST.11.0","CCMD51154251ST.11.0","CCMD51228890ST.11.0","CCMD52117727ST.11.0","CCMD52145360ST.11.0","CCMD53508245ST.11.0","CCMD53522274ST.11.0","CCMD54057834ST.11.0","CCMD56948710ST.11.0","CCMD59540613ST.11.0","CCMD59583015ST.11.0","CCMD65222621ST.11.0","CCMD65406197ST.11.0","CCMD66848156ST.11.0","CCMD67373733ST.11.0","CCMD68973846ST.11.0","CCMD71242853ST.11.0","CCMD71915439ST.11.0","CCMD72666896ST.11.0","CCMD72690923ST.11.0","CCMD73128545ST.11.0","CCMD74592084ST.11.0","CCMD75147712ST.11.0","CCMD76222476ST.11.0","CCMD76409700ST.11.0","CCMD79349503ST.11.0","CCMD85481373ST.11.0","CCMD85661207ST.11.0","CCMD89107682ST.11.0","CCMD89306485ST.11.0","CCMD89643949ST.11.0","CCMD89967135ST.11.0","CCMD92404903ST.11.0","CCMD93755960ST.11.0","CCMD95431029ST.11.0","CCMD95676152ST.11.0","CCMD98198513ST.11.0","CCMD98531134ST.11.0","CCMD98702133ST.11.0","CCMD99440714ST.11.0","CCMD99929634ST.11.0"
"Porphyromonadaceae",0.25873,0,0.12366,0,0,0.10339,0.83426,0.07499,0,0,0,0,0,0.00125,0,0.04927,0,0,0,0,1.21351,0.19715,0,0.0081,0.38676,1.5637,0,0,0,0,0.00173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02757,0,0,0,0,0,0.08758,0,0.00169,0,0,0,0,0,0,0,0,0,0.05423,0.00244,0,0,0.84487,0,0,0,0,0,0,0,0,0.12881,0,0,0,0,0,0,0,0,0,0,0,0,0.02518,0,0.02532,0,0,0,0.00833,0,0.00033,0,0.00918,0,14.9644,0,0.00825,0.00258,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0.19975,8.11173,0,0,0,0,0
"Prevotellaceae",13.38079,0.00565,0.01775,0,0.69943,4.01898,28.03526,0.04785,0,0.00076,0,0.00187,11.15211,0.6426,0.00581,3.55457,1.27638,14.75876,0,51.0107,5.4991,0,0.84981,2.5557,2.8814,0.18949,0,0.40673,0.79213,0.00285,7.7958,1.75502,21.00281,4.85244,0,0,0.00054,0.00258,7.19689,0.18741,0.00555,0,0,0.00381,0.05541,5.56484,0.04097,0.12119,0.00204,0,24.43536,12.33333,0.10092,7.42456,0.3496,0,2.89384,0.00712,0.57579,22.48292,45.29155,12.58593,16.57194,42.20476,0.00223,11.07848,0.4216,0.16728,0.29444,0.24891,0,12.80804,5.79203,52.66071,5.75959,0.00017,1.08123,0,0,0.00065,0.94667,0,53.67692,7.2376,0,0.08163,1.92299,0,15.68174,0.44077,28.76788,0.00347,0.41858,4.97038,0,3.16267,0.21585,0.00411,26.10432,24.20043,0,0.30285,0,11.68619,0.00863,0.1769,0.10039,6.52646,0.01152,0.05196,0,0.2818,0.4729,16.91809,47.15319,4.33175,0.02627,0.00062,0.3245,0.67693,9.57098,0.09371,0,0.03699,0
"Rikenellaceae",7.89251,0.91904,24.40911,3.15117,2.75898,2.84145,0.04401,3.59052,6.24106,9.72835,3.75884,6.87563,0.78291,4.4971,0.01483,4.34105,4.84916,0.571,5.02395,0.66188,9.0602,3.78559,8.14751,1.13033,1.01714,16.56927,5.61237,0.73374,0,5.61914,5.41981,0.25321,2.12743,6.78816,6.64971,4.70167,6.62511,0.22043,0.01487,11.03947,1.61019,5.73447,3.78747,7.079,7.52056,4.97133,0.25098,4.65565,4.18734,0.26811,0.54716,5.37802,28.13985,2.33055,5.00387,0.97245,10.47025,18.912,0,1.1928,0.33252,0.05968,6.78363,4.65225,9.00327,2.95643,13.68918,3.72537,2.77116,1.70569,3.13976,1.65485,0,3.3811,0.08133,0,5.83807,0.39649,7.26175,26.34714,0.14657,0.4493,4.31852,6.75793,1.07747,7.79615,1.96142,7.50989,4.15805,7.61124,2.24304,3.5879,3.92228,9.06499,0.17717,15.06131,7.78781,5.8294,0.69719,3.27838,10.25634,14.90915,1.39698,0.08022,7.72647,0.95766,0.22604,0.79787,1.89244,3.76756,4.7636,6.23805,1.49771,0.22695,6.70637,1.15759,1.44638,5.43956,13.31233,18.42112,2.00833,10.21399,0.98996,7.64144,6.6406
"Tannerellaceae",0.04614,1.72467,2.03017,1.59163,2.01962,1.08174,0.83121,0.75352,6.72725,0.70184,3.47559,2.49733,1.00844,2.07896,5.79652,5.11995,4.60724,3.07768,1.73785,0.70734,4.44364,4.36213,6.12306,4.08793,7.12128,1.386,1.25392,1.51652,0.92078,5.0861,0.28921,2.72395,1.83648,5.53778,5.38533,3.24446,1.79372,0.01288,0.83983,1.97269,2.26145,0.92357,2.19365,0.89212,0.20863,0.49458,1.21059,2.19801,0,0,1.58433,1.57895,0.59833,1.19271,1.32121,1.18352,4.36356,0.58153,0,2.04383,0.32709,2.01488,5.02834,0.60994,7.64652,3.16012,1.69408,1.40517,3.68638,0.81027,3.54251,1.11106,0,0.55039,0.30564,0.00107,1.14956,1.80292,2.55431,1.73956,2.72129,4.87211,0.81085,1.41267,0.33228,1.54821,3.25648,0.81872,1.61286,0,0.55431,1.7042,0,6.7953,0.45763,1.35103,2.87313,2.34782,1.77137,2.62113,1.45763,5.63359,4.28018,1.58821,5.13987,0.3141,20.86389,2.65503,0.36098,1.66375,0.94214,1.83242,1.40909,0.03323,0.84013,2.78183,3.0866,1.42284,0.9898,0.98454,1.71529,1.39062,2.28887,1.82497,3.00283
"Methanomassiliicoccaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanobacteriaceae",0.19406,0.00173,0,0,0.51418,0.14258,0,0.30753,0,1.49843,0,0,0,0,0,1.00038,1.62505,0,0.00393,0,0.04932,0,0.10524,0,0.02082,0.1394,0,0.01093,0,0.02898,2.06197,0,0.71881,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0.00722,1.10376,0,0,0.00276,1.75557,0.04008,0.1016,0,0,1.01424,0,0,2.25136,0,2.5148,0.06125,0.4466,0,0,0,1.86507,0.02866,0,0.24457,0.24951,0.34319,0.01862,0.03064,0,0,0,1.95992,0,0,0,0,0.0261,0,0,0.16182,0.01267,0,0,0,0,0.2698,0.02022,0,0,0,0.30233,0.43673,0,0,0,0,0.31543,0,0,0,0,0.15331,0.03816,0.02414,0,0,0.0549,0.05655,3.11556,0,0,0.01614,0.0856,0,0.46905,0,0,0.00798
"Bacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aerococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacteriaceae",0,0,0,0,0,0.00719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcaceae",0,0,0,0,0,0.01301,0.0174,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13716,0,0,0,0,0.00633,0,0.00164,0,0,0,0,0,0,0.00252,0,0,0,0.01702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0.01897,0,0,0,0,0,0,0,0,0.12234,0,0,0,0,0.08162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16439,0,0.03128,0,0,0,0,0,0,0,0.09594,0,0.44142,0.00054,0.0206,0,0,0,0,0,0.00136,0,0,0,0,0,0,0,0
"Lactobacillaceae",0.00188,0.05451,0,0,0.15902,0.00151,0.08436,0.00802,0,0.02159,0,0,0,0.0448,0,0.15607,0,0.00662,0.59438,0.01751,0.01753,0,0,0.27068,0.02734,0.05827,0.00156,0,0.08937,0.02502,0.02214,0.27256,0.0861,0,0.18883,0,0.00336,0.04842,0.04171,0.02984,0.00616,0,0.08482,0.45915,0.00896,0.00541,0.33877,0.1214,0.0309,0.16478,0,0.00306,0,0.02833,0.06083,0,0.44514,0,0,0.03503,0,0.11061,0.15043,0.00168,0,0.03951,0.00779,0.02934,0.01266,0.0396,0.06988,0.31833,0.0058,0,0.32685,0,0.01138,0,0.00163,0,0.00756,0.0777,0,0.01412,0.01326,0,0,0.00234,0.00579,0.00377,0,0,0.34069,0.01502,0.01187,0.00298,0.00606,0,0.00381,0,0,0,0,0,0,0.19398,0,0.06145,0.05622,0.0174,0.43726,0.10264,0.11488,0.01484,0.00397,0.01798,0.11836,0.04734,0,0,0.01122,0.02689,0,0,0
"Streptococcaceae",1.00456,0.3251,0.04638,0.36069,0.04086,2.2669,2.67191,0.7573,0.07913,0.13478,0.10206,0.02109,0.11974,0.73849,0.16038,0.44133,0.12603,0.01536,0.13254,0.08253,0.21578,0.07864,0.87176,0.4819,0.01626,0.09482,0.19098,0.6299,0.15862,0.39058,0.32735,0.55047,0.56961,0.45497,0.05872,0.05884,0.1021,0.70807,0.17473,0.02648,0.03049,0.0785,0.03605,0.38982,0.0215,0.32737,0.83093,0.47664,0.44974,1.18064,0.33543,0.16804,0,0.09241,0.14915,0.07277,3.93762,0.14952,0.1389,0.18976,0.11561,0.85963,3.50183,1.65798,0.00872,0.11373,0.00154,0.17158,1.31234,0.22412,1.09273,0.2662,0.56534,0.32895,2.22755,3.08278,0.81266,0.14119,0.27983,0.5747,0.02186,0.41507,0.00688,0.06021,0.11995,0.00784,0.05587,1.06952,0.30658,0.0046,0.33075,0.094,0.43409,0.41863,0.71729,0.10779,0.49431,0.20248,0.10674,0.18801,0.04522,0.25639,0.4143,0.04351,0.10423,0.11723,0.03753,0.2255,0.00695,1.14635,0.16364,0.15099,1.26698,0.14019,0.01637,5.95963,0.004,0.40178,0.09274,0.00114,0.0049,0.10032,0.22923,0.03071,0.15406
"Christensenellaceae",0.06253,0,0,0,0.01101,0,0,0,0.01287,0.02698,0,0,0,0.00255,0,0,0,0,0,0,0,0,0.04831,0.01033,0.00295,0.00988,0.01968,0,0,0,0,0,0.0071,0,0,0,0,0,0,0.00272,0,0,0.00124,0,0,0,0,0,0,0,0.00039,0,0.00677,0,0,0,0.00736,0,0,0,0,0.01225,0,0,0.00334,0,0.00047,0.01991,0.01547,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0.00682,0,0,0,0,0,0,0,0,0,0,0,0,0.00468,0.05431,0.00507,0.00823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09791,0,0,0,0,0
"Clostridiaceae",0.9619,0.76024,1.90148,0.21566,0.06318,0.01383,0.18676,0.02937,0.57959,0.45127,8e-05,0,0.0357,0.94972,0.78908,1.00217,0.0553,0.42935,1.3286,1.16542,0.27318,0.06752,0.11006,0.08165,0.01628,0.00877,0.54646,0.22888,0.05053,0.66921,0.05176,0,0.28814,0.94598,0.17543,0.17109,0.10144,0.04285,0.09297,0.39817,0.61774,0.00568,0.75452,0.00443,0,0.06721,0,0.29476,0.03344,0.03402,1.03539,7.07162,0.4215,0.67855,0.48711,0.00576,0.32068,0.00617,0.00933,0.31101,0.00853,0,0.13008,0.05099,0.28873,0.42091,0.60194,1.77479,1.22367,0.98401,0.56299,0.23991,1.03197,0.06288,0.01464,0.65333,0.43689,0.55257,0.409,0.2225,0.09389,0.00243,0.13285,0.01042,1.09227,0.01469,0,0.0153,1.21505,0.07165,0,0.05756,0.27716,2.79082,0.10432,0.01501,0.33876,0.45336,0.20477,0.09504,0.09018,0.62916,0.0029,1.84937,1.02648,0,2.31401,0.14757,0.0445,0.00269,0.26783,0.09827,0.02494,0.24654,0,0.02051,0,0.50311,0.94915,0.67137,0.01027,0.23393,1.96725,0.17905,0.00163
"Eubacteriaceae",0.05338,0.57515,1.52526,8.34817,0.02322,9.8746,0.55958,7.50667,0.12482,0.18394,0.13006,3.17262,3.06693,1.63979,0.27833,1.82605,3.67233,10.03928,2.51432,0.80196,0.75104,0.7463,0.04438,7.69462,12.57075,0.75256,0.36546,2.33636,0.91334,8.51025,11.14297,1.97737,1.78434,17.88066,0.85807,0.16996,5.49687,0.65302,1.36091,0.71943,2.53578,1.99516,2.34991,2.93395,4.54581,3.75709,0,1.11305,9.9167,0.64984,0.11791,0.27631,8.34225,1.28789,5.16779,2.18115,0.24703,0.61537,2.24665,0.2253,4.33208,0.61,3.15416,1.81128,1.32608,0.38895,0.67158,1.71001,0.7704,6.37982,1.50349,1.56069,0.37202,1.8107,1.34951,0.01054,1.9487,8.71166,0.544,0.65112,1.40503,5.53392,0.37685,0.30757,0.15844,1.15695,4.86304,1.12319,1.54173,4.39436,1.9129,13.41864,1.50508,0.72717,1.28338,9.24496,0.18933,0.26133,0.09114,6.34803,4.28234,0.26622,0.12497,4.16101,0.55412,1.38122,0.05988,7.74183,6.46418,0.20508,6.93427,1.80464,0.56156,0.68178,0.39337,0.41531,0.01988,1.40595,1.09832,0.01467,1.31842,0.41835,0.93445,1.59466,1.77118
"Eubacteriales Family XIII. Incertae Sedis",0.02111,0,0.00709,0,0,0.00815,0.05913,0.00094,0.01468,0.00606,0,0,0,0.02854,0.01377,0.01555,0,0,0.01485,0.00046,0,0.00246,0,0,0,0.023,0.00336,0,0.01635,0,0.00332,0,0.00436,0.00136,0,0,0.0091,0.01846,0.00345,0,0,0,0,0,0,0,0.01317,0.0066,0,0.00469,0.24089,0.00861,0,0,0.01522,0.01184,0.04479,0,0,0.00336,0,0,0,0.00191,0,0.0104,0,0.03667,0.00417,0,0,0,0,0,0,0,0,0.0119,0,0,0,0.00211,0,0,0,0,0,0.00844,0,0,0,0.00266,0,0.00091,0.00847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243,0,0,0.04314,0,0.0153,0,0,0,0.00078,0,0,0
"Lachnospiraceae",15.9268,18.70927,22.93318,25.66626,27.6479,21.16716,13.21345,57.47572,8.16418,36.20141,47.29708,26.92849,29.22386,34.90279,25.6929,27.99219,19.1192,16.61927,25.99866,15.71371,13.38848,56.23907,4.3825,28.11574,14.04475,10.72385,29.35331,20.93185,15.49992,26.00254,10.92667,40.58473,48.56491,9.29444,26.48604,19.23008,28.22502,4.10039,24.60643,15.96278,34.66401,30.67679,23.75595,14.93077,14.33664,20.93633,49.13927,37.11608,27.64895,4.98832,12.41254,6.13976,6.79229,42.27497,21.71478,23.96787,14.49034,16.2606,27.14778,18.4622,17.76855,13.29742,21.19482,9.42499,21.46463,44.04855,18.87038,30.94936,33.01897,27.287,26.68196,38.93401,42.73445,14.57573,38.50516,76.38158,25.74657,30.44011,15.50818,14.87086,29.38645,21.10261,10.54415,20.81875,19.19323,22.25247,20.039,22.60444,21.80179,12.2011,24.91612,22.18016,28.63642,22.08995,28.98301,12.73635,32.56304,26.91601,16.85708,15.40282,25.42967,9.76428,8.44038,20.729,36.5682,46.73227,7.49038,22.25451,37.01805,43.44013,27.84584,28.93135,28.60749,19.01939,6.85098,21.97961,9.35518,31.41571,14.20789,4.56609,45.05811,8.99013,40.363,29.55285,48.15952
"Oscillospiraceae",6.62934,27.77539,7.84652,18.8483,16.07918,26.52952,17.04455,15.92794,34.54119,15.3216,5.38196,24.11233,35.78733,18.55264,1.75954,14.25273,21.28844,18.45869,27.83663,11.86981,13.3592,8.5448,23.73544,14.10499,15.28678,23.49193,16.28168,9.45691,1.4105,11.87197,20.07576,8.79406,8.18633,7.81695,12.44377,28.11744,20.06694,7.80295,13.1896,25.18795,13.84446,17.22329,18.64725,22.19587,40.32962,9.69737,18.96498,19.69795,15.21273,9.72349,3.32909,9.33053,21.3337,15.37804,15.82321,11.73087,16.86051,14.57858,11.45614,13.69086,7.24075,42.50467,13.58546,10.85247,16.20989,19.76242,36.51249,17.47103,9.26928,28.37159,18.63055,16.31823,27.53707,11.04833,25.26225,0.72949,14.15552,34.27103,24.09283,21.07992,21.02679,16.9503,16.15258,32.30716,46.8896,30.41005,12.94664,16.78301,24.93458,26.43919,23.12068,24.43998,16.98447,11.34697,23.65518,19.93268,16.52221,28.30449,41.32965,14.89423,32.449,8.43835,3.87321,19.44801,10.51009,28.90437,0.72459,29.92812,20.45948,17.99497,13.62351,24.01246,27.51254,32.42942,21.80098,27.92854,1.43616,21.97258,30.24682,23.29345,16.06985,33.51921,13.88712,22.07331,18.69521
"Peptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcaceae",0.04884,0.01187,0,0.00687,0,0.06503,0.13274,0.00627,0.05578,0,0,0,0,0,0.00892,0,0,0.11345,0.12504,0.00096,0.59428,0.21797,0,0.00143,0,0.01566,0,0.02542,0.0333,0.07066,0.03395,0.00545,0.00609,0.1354,0.06475,0,0.04043,0.00525,0,0.00627,0.00137,0.00263,0.00251,0,0,0,0.09832,0,0.00177,0.01147,0.05274,0.09088,0,0,0,0,0.04294,0.24505,0,0,0.04463,0.14223,0,0,0.01009,0.00106,0,0.14605,0,0.00144,0.03067,0.00049,0.11719,0,0.0114,0.16456,0.65707,0,0,0,0.00564,0.00039,0,0,0,0,0,0.00203,0,0.02175,0.00736,0.07914,0,0,0.02285,0.00588,0.00957,0,0.02121,0,0,1.94876,0.01526,0,0,0.0092,0,0.00236,0.02525,0.03137,0,0.00049,0.00487,0,0,0,0.00088,0.02104,0,0.00888,0,0.00798,0.02487,0,0
"Coprobacillaceae",0,0,0,0.01568,0.75482,0,1.77737,0.67584,0,0,0,0,0,0,0,0.24646,0.01029,0.18549,0,0.38051,0,0,0,0,0.08708,0.02851,0,0.00416,0,0,3.43407,0,0,0,0.04675,0,0,0,0,0,0,0,0,0,0,0.01579,0.03179,0.5644,0,0,0,1.97346,0,0,0,0,0.02575,0.00436,0,0.0386,0,15.88374,0.00103,0,0.17552,0,0,0,0,0,0,0.09603,14.04136,0,1.58792,0,0,0,0,0,0,0,0,0,0,0,0,0.02247,0,0.25143,0,0,0.01453,0,0.01488,0.01205,0,0,1.17654,0,0,0,0,0,0,0,0,2.31733,0,0.04291,0,0,1.98893,0,0,0,0,0,0,0,0,2.95019,0,0,0
"Erysipelotrichaceae",2.78023,0.35274,4.95495,0.88239,0.04086,0.15649,0.83877,0.47912,0.17957,0.07359,0.02329,0.0012,0.24149,0.32827,2.66848,0.45149,2.60881,1.8832,0.01124,0.07962,0.3263,0.04638,0.03541,0,0.85417,0.09826,0.08855,0.03211,0.8288,0.15911,0.9433,0.03942,0,0.80621,0.22539,0.03727,0.04361,0.02379,0.00369,0.0855,0.00444,0.00441,0.05587,0.00694,0,0.03657,0.12806,0.53446,0.01794,0.02218,1.33156,0.65005,0.0113,0.0121,0.07827,0.26048,0.82281,0.11707,0.04061,2.24596,0.16701,0.42978,0.19056,0.36499,1.46202,0.15069,0.01467,0.21463,0.57983,0,0.0149,0.41211,1.58663,0.80044,1.66674,0.28663,0.00738,0.81503,1.59394,0.06475,0.03247,0.00904,0,0.01516,0.07995,0,0.04295,0.04253,0.17614,0.14952,0,0.41862,0.01372,0.11064,0.22509,0.01849,0.5559,0.06376,0.25364,0.02936,0.00857,1.49342,0.01145,0.00921,0.09262,0.03635,1.11361,0.00574,0,0.0614,0,0,2.54129,0.08187,0.0045,0.35693,0.00601,0.01373,0.0414,0.17557,0.18395,0.32116,0.11706,0.00228,0.00087
"Turicibacteraceae",0,0,0,0,0,0.00471,0.01303,0,0,0,0,0.00361,0,0,0,0,0,0,0,0.03678,0,0.00122,0,0,0,0.00966,0,0,0,0.1747,0.01224,0,0,0.00045,0.00745,0,0.00066,0,0,0,0.00031,0,0,0,0,0,0.02117,0,0,0,0,0.00886,0,0,0,0,0,0.02885,0,0,0,0,0,0,0,0,0,0.0044,0.09882,0,0,0,0.03603,0,0,0.09192,0,0,0,0,0.01335,0,0,0,0,0,0,0.03285,0.00356,0,0,0,0,0,0.02074,0,0,0.00039,0,0,0,0,0,0,0,0.00017,0,0.79508,0,0,0,0,0.0035,0,0,0,0,0.00481,0,0,0,0.00091,0.17332,0,0
"Acidaminococcaceae",0.0119,0.92894,0,0,7.84952,0.02928,0.15088,0.1666,2.50455,0.8989,0,0,0,2.28427,0,0.91406,0,1.87034,0.00032,6.38828,0,0,2.51197,0.39802,0.60958,0,0,0.40152,0,0,1.57612,1.07859,0.00608,1.79456,0,0,1.06892,0,0.40103,0.31975,0,0,0.79534,0,0.3557,1.31058,0.00297,1.03911,0,0,0.43653,1.96506,0,0.85729,0.74936,1.10292,0.9391,4.77824,0,8.19117,0,1.82953,4.17017,1.27203,0,0,0.05388,0.4897,0.5393,0,0,1.00478,0.709,0.0564,0.00484,0,0.9329,0,0,0.00762,6.84122,0,0,1.4519,0,0.03444,1.14246,0,0.79315,0,0.39528,0.66574,0,0,0.20349,0.59887,0,0.3365,0.00192,0,0,0,0,7.77221,0.78926,0.32643,0.98148,0.50961,0,0,0.78401,0.68894,0.40256,3.88656,5.2388,1.07297,1.26634,0,0.08388,0.18051,1.65841,0,6.91225,0.71727,0
"Selenomonadaceae",0,0,0,0,3.22848,0,0.0123,0.0063,0,0,0,0,0,0,0,0,0,4.4485,0,0,0.00428,0,0,0,0,0,0,0,0,0,0.02917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59263,0,0,0,0,0,0,0,0.07468,0,0,0,3.58526,0,0,0,0,0.50921,0,0.00272,0,0,0,0,0.03551,0,0,0.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58907,0,0,0.00704,0,0,0,0,0,0,0,0
"Veillonellaceae",0.89942,0.00164,2.14297,1.35584,0.56136,0.2368,3.76681,0.0715,0,0,3.78586,0.09432,1.50089,0.14563,6.71277,0.01724,1.03643,0.06242,0.19588,1.43798,0.55714,0.94857,0,0.00262,0.00017,0.54882,0.69119,0.85749,0.38828,0.36399,0.03653,0.04709,2.56949,0,0.01218,0.83019,0.00438,0.17981,0.01653,0.00463,0.3956,0.06044,0.00041,0.47744,0.01339,0.051,0.41908,0.02315,0.56059,0.22477,0.22119,0,0.0058,0.0059,0,0,0.11202,0.00719,0.54374,0,1.12865,0.01632,0.00297,0,0.42157,0.24689,0.15331,0.0941,0.01325,0.1903,0.40688,0.00733,0,3.10453,0.01324,1.29302,0.08593,0.09905,2.24639,0.18927,0.00881,0,0.55275,3.25712,0.14105,4.14165,0,0.07113,0.00055,2.45841,0.0536,0,0.22356,0.09489,0.29143,0,0.12357,0,0,0,0,0.50029,0.17154,0,0,0.01843,0.00455,0.26692,0.13406,0,0.01565,0.01656,0.06699,0.02338,0,0.6684,13.96656,0.28913,0.04758,0.00575,0.18608,4.47655,0.25091,0.20384,1.08911
"Peptoniphilaceae",2.53453,0.02841,0.00499,0.30884,0,0.08201,0.24886,0.00671,0,0,0,0,0.00336,0,0.03297,0.00347,0,0.01714,0,0,0.22227,0.54564,0,0,0.17848,0.00666,0,0.00765,0.00255,0.6279,0.04178,0,0,0,0,0,0.00126,0.04791,0,0,0,0,0,0,0,0,0.00038,0,0,0.06751,3.6653,0.25771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11319,0,0,0,0,0,0,0,0.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03389,0,0,0,0,0,0.04298,0.01877,0,0,0,0,3.44064,0,0.00625,0,0,0,0,0,0,0,0,0,0.00315,0,0,0,0,0.32883,0.05762,0,0.01229,0,0,0
