"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Lachnospiraceae",33.25258,34.24882,24.93417,30.87628,38.9132,25.58259,13.88169,21.26028,10.47039,14.47449,14.4113,16.73044,22.07102,19.30054,24.57221,22.77849,41.69599,7.92835,11.98785,18.4957,11.0085,39.89055,10.06218,42.01666,28.86948,28.53582,30.03534,28.30208,24.6346,13.18265,15.41427,17.47714,13.48019,15.84595,41.88424,8.56114,9.6279,14.50179,14.41905,18.78103,49.73696,11.50828,24.35114,0.05035,27.17229,14.19064,17.03724,8.40416,25.5177,27.7307,13.77572,18.71103,11.88329,23.84512,31.81609,23.33996,5.02044,11.95858,22.5522,24.72355,39.50687,81.9081,8.32769,12.03206,20.57402,35.98814,23.57906,11.87796,18.9339,19.17165,18.83514,12.38523,37.7828,13.21966,23.46435,45.0517,28.15657,5.79666,14.64071,24.03554,14.36002,10.66728,46.24878,6.2517,34.16203,16.78452,34.01629,20.53954,13.66541,4.52487,32.54167,18.34886,21.34382,21.15598,32.51422,21.60839,10.10667,5.88187,7.51487,21.67382,27.78655,42.53222,21.5898,39.08249,5.42878,15.69064,11.98884,17.13103,18.0615,19.95174
"Oscillospiraceae",11.3428,11.9321,15.13089,9.26972,16.2498,17.59241,17.56764,14.41805,2.12177,25.23477,10.68633,22.19541,18.61485,4.61224,8.67136,22.17115,8.35523,2.59582,18.74911,6.14285,9.50486,8.94623,5.86635,18.96747,7.93982,12.33819,7.50291,6.72649,8.90138,8.51996,10.23945,17.00783,3.2604,19.11022,15.96989,9.40552,0.87591,14.27224,16.43498,13.13146,16.49742,20.55766,36.14359,0.15858,18.31852,10.10077,12.22758,11.65148,4.83776,26.09822,2.48552,1.98657,7.7226,4.04876,5.90142,18.75065,1.72829,8.1154,8.3009,20.03713,14.36177,3.67028,47.46002,14.64598,17.30533,18.8315,17.34831,4.63232,15.60669,14.84804,6.47046,7.44605,14.2314,46.59024,31.4417,10.03036,11.84533,38.0837,4.42209,5.67558,5.28601,9.08971,11.86776,16.98438,33.93372,9.12907,13.27673,2.88524,9.12919,40.37261,12.16667,15.84892,8.25276,26.94439,16.10196,12.64133,4.16784,8.13403,18.30675,17.40301,5.02532,12.50136,13.76047,18.94971,7.18203,20.93566,10.13765,28.51196,6.99269,8.38759
"Peptostreptococcaceae",0.00452,0.06021,0,0,0.01816,0.01774,0.03092,0.47811,0.0043,0.03606,0.00555,0,0,0.0954,0,0.00066,0.01832,0,0.0185,0,0,0,0.10831,0,0.33474,0.00072,0,0.01401,0,0,0,0,0,0,0.089,0.07914,0,0,0.00667,0.24833,0.0112,0,0.01295,0,0,0.00275,0.16413,0.02007,0,0.0018,0,0,0,0.00996,0.01349,0.33864,0,0.03596,0.64445,0,0.00234,0.03003,0,0.05264,0,0.14017,0,0,0,0,0.19069,0.05129,1.61418,0,0.2363,0.04702,0.00815,0,0.0339,0.10301,0,0.14123,0.0347,0.10998,0.01843,0,0.06609,0,0.00533,0,0.16367,0.01403,0,0,0.07329,0.05784,0.01435,0.13092,0,0,0,0.03778,0,0.01264,0,0.02512,0,0,0.10902,0
"Coprobacillaceae",0,0,0.31535,0.03949,0.08485,0,0,0.0691,0.01489,0.08687,0,6.02036,0.01134,0.00673,0,0,0.01968,0,0.00616,0,0.02836,0,0,0,0.02399,0,0,0,0,0,0,0.06295,0.00016,0.01351,0,6.30361,0,0.01024,0,0,0.03906,0,0,0,0.07947,0,0.03356,0,0,1.6577,0.00111,0,0,0.10243,0.00151,0,0.00592,0.56993,0.7725,0.00398,0,0,0,0,0,0,0,0,0.01263,0.00731,0.05371,0.01557,0,0,0,1.23353,0.06688,0,0,0.02646,0.90549,0.06383,0,0.00325,0,0,0.30907,0,0.03766,0,0,0,0.02885,0.19984,0.12902,0,0,0.42713,0,0.07304,0,0,0.00436,0.02312,0,0.04534,0,0,0.20609,0
"Erysipelotrichaceae",0.06419,0.19744,0.41706,0.15146,0.16982,0.15478,4.6945,0.03031,0.13956,0.13654,0.08616,0.42952,0.11415,0.83925,0.52129,0.32014,0.11474,0.1258,0.1585,0.01422,0.95146,1.12325,0.03694,0.16251,0.45832,0.21481,1.22594,0.06776,2.43293,0.10964,0.09191,0.30525,0.83737,0.03581,1.80381,1.41413,0.20992,0.1456,0.15553,0.43344,0.1915,0.10346,0.92525,0,0.57605,0.27072,0.29092,0.99144,0.13472,0.51104,0.2116,0.83297,0.99967,5.63534,0.45493,0.07294,1.45006,0.3264,0.05272,0.00614,0.12071,1.78177,0.15917,3.45161,1.75325,0.47369,0.12946,1.81549,0.55836,0.11895,3.67376,2.27324,0.1945,0.03345,0.45108,0.40722,0.8144,0.05845,4.68036,0.18295,0.94038,0.60606,1.2436,2.10156,0.9935,1.0809,0.21151,6.28012,1.647,0.04895,0.27304,0.12641,0.09048,0.41174,1.28651,2.04865,0.24972,0.62217,0.11164,0.10544,0.68906,0.16379,0.66646,0.04688,0.63902,0.02977,0.02984,0.11477,5.75098,0.24612
"Turicibacteraceae",0.0034,0.06654,0,0,0.01123,0,0,0,0,0.01621,0,0,0,0,0.00181,0,0,0,0.00946,0,0,0,0.02777,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0,0,0,0,0.0128,0,0,5.86117,0,0,0.0246,0.0037,0,0,0,0.00673,9e-04,0,0,0.04337,0,0.00165,0,0,0.00387,0,0,0.00374,0,0.06438,0,0,0,0,0,0,0.07614,0,0.08549,0,0,0,0.00177,0,0,0,0,0.0065,0,0,0,0,0,0,0.01063,0,0,0,0.09256,0,0,0,0,0,0,0.02724,0,0,0,0.00627,0,0,0,0
"Acidaminococcaceae",0.17982,0.00062,0,1.94123,0.95122,1.48091,0.53824,2.43293,4.39493,1.33005,2.43773,1.87392,0,4.50226,1.46457,4.06814,0.62822,0.79196,1.00576,0,3.11139,1.13197,0.32901,0.00441,0.03551,0.94296,1.10047,0.03845,3.1273,0.59976,0.12064,0.00115,1.93057,2.35052,1.06935,0.41134,0.4717,4.35206,1.67294,1.15722,0.51013,2.59795,1.31413,0,2.44514,2.35363,3.22414,4.24316,0.70473,2.96416,0.37901,0.51518,0.02395,0.83067,1.35163,0.22757,1.23346,1.52897,4.43894,0.51519,2.10131,0,2.26042,0.40727,3.07009,0.00198,0,1.03268,0.00043,0.75075,3.30114,10.53862,0.00614,1.88147,0.1082,1.70954,3.65428,0.95936,0.22083,0,2.38277,0.02905,2.59432,0,1.30574,1.10602,1.75476,3.4466,0.91687,6.31201,0,2.20167,2.07726,2.71523,1.94119,1.57315,1.81186,0,0.49433,2.38733,3.02466,0,0.49944,0.25609,1.83823,0,0,0.00494,0,1.74533
"Selenomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48552,1.02501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06623,0.43047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00109,0,0.4869,0,0,0,0
"Veillonellaceae",0.16769,0.32947,0,0,0.44693,0,0.04865,0.3737,0.10019,0.11882,0.30234,0,0.26493,0.03995,0.01491,0,0.00042,0.11245,0.40888,0.07507,0.05326,0,0.69772,0.29145,0.17105,0,0,0.22128,0.00302,0,0.24595,0.00209,0,0.05379,0.10208,0.12501,0.01434,0.12506,0.04423,0,0.19196,0,0,2.77327,0,0.02963,0.39138,0,0.01839,0.23214,0.02177,0,0,0.02363,0.01538,0.31242,0.89823,0.02632,1.96088,0.27823,1.41753,0.6281,0,0.11917,0.00915,0.24269,0,0,0,0.00345,0.21451,0.47546,0.40487,0,2.62819,0,0.04949,0,0.01552,1.18714,0.04297,0.92306,0.01215,0.74722,0.11684,0,0.20293,0.0132,0,0,0.83622,0.22776,0.01505,0,0.02154,0,0.00532,0.54566,0,0,0,0.63302,2.33068,0.23132,1.37475,0.57031,0.15659,0.05166,0.08234,0
"Peptoniphilaceae",0,0,0,0,0,0.11025,0.17568,0,0,0,0.01223,0,0,0,0.01738,0.00065,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64631,0,0,0,0,0,0,0,0,0,0,0.05452,0,0,0,0,0,0,0,0,0,0,0,0.06091,0,0,0,0,0.09818,0,0,0,0,0,0,0.21423,0,0,0,0.02839,0.07719,0,0,0.26687,0,0,0.24228,0.00474,0,0,0,0.0011,0,0,0,0,0.00103,0,0,0.00385,0,0,0,0,0,0,0,0,0,0,0,0.26075,0,1.41505,0
"Fusobacteriaceae",0,0,0,0,0,0.00277,0.21985,0,0.00759,0,0.00366,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48623,0,0.03468,0.05765,0,0,0,0,0,0.00359,0,0,0,0,0.15794,0.05521,1.01852,0,0,0,0,0.01546,0,0,0.00211,0,0.10648,0,0.01759,0.0391,0,0.01357,0,0,0,0.29524,0,0.00356,0.00707,0.01197,0,0,0,0.00073,0,0,0,0,0.21826,0.2427,0.00539,0,0,0,0,0,0,0,0,0,0,0,0.03823,0,0,0,0,0,0,0,0,0,0.0058,0,0.114,0,0.0161,0
"Leptotrichiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01288,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0.01985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallaceae",0,0,0.00291,0.04362,0,0,0,0,0,0,0.00162,0,0,0,0,0.03636,0,0,0.1162,0,0,0.37792,0,0,0,0.00748,0,0.00934,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,6e-04,0.10994,0,0,0.00817,0.01262,0,0,0.04611,0,0,0,0,0,0.00845,0,0,0,0.09565,0,0,0,0,0.049,0,0.00766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0.0583,0,0,0,0,0,0,0,0.12503,0.00831,0,0,0,0,0.05166,0.01912,0,0,0,0,0.0131,0,0,0,0
"Burkholderiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0,0,0,0.01042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacteraceae",0,0,0,0.03685,0,0,0,0,0,0.00567,0,0,0,0,0,0,0,0,0,0,0.06705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05209,0,0,0,0,0,0.06339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02664,0,0,0,0,0,0,0,0.10923,0.14386,0.11812,0,0,0,0.05753,0,0,0
"Sutterellaceae",0.58342,2.20644,0.83976,0.03418,0,0.00491,0,0.05396,0.14569,0.0024,0.00227,0,0,0,0.7574,0.05031,0.30954,0.0243,0.03049,1.25609,0,0.09786,0,0.35811,0,0.34989,0,0.13227,0,0.02478,0.0915,0.04831,0.01482,0,0.47988,0,0.37301,0.01292,0.18107,0,0,0.69829,0.00948,0,0.07878,0.01073,0.0273,0.02178,0,0.00548,0,0.60219,0.1847,0,0,0.05973,0,0.04986,0.00423,0.04016,0,0,0,0.5385,0.38562,1.7016,0.00111,1.07269,0.04604,0.07659,0.04813,0,0.09212,0,1.03434,0.08434,0,0,0.09958,0.3565,0.01709,0,0.01013,0,0,0.04581,0,0,0,0,0,0.24172,0.79773,0.00741,0.03916,0.88743,0,0,1.39487,0.00898,0.02941,0.02448,0.03333,0.07291,0.23112,0.21423,0.66743,0.52731,0,0
"Neisseriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01072,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0.01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01898,0,0,0,0,0,0,0,0,0.00248,0,0,0
"Desulfovibrionaceae",0.25261,0.04099,0.03921,0.20412,0.02447,0.05534,0.26934,0.00972,0.01401,0.04743,0.30843,1.88267,0.15181,0.06351,0.04895,0.1486,0.20006,0.60814,0.65465,0.00521,0.58489,0.0072,0.00649,0.03254,0.24385,0.07053,0.31776,0.08243,0.11542,0.09992,0.0198,0.20694,0.21891,0.02725,0.06355,0.4263,0.01973,1.17811,0.43115,0.12302,0.0227,3.04174,0.67484,0,0.01093,0.16801,0.06367,0.63746,0.21295,0.47724,0,0.04899,0.00464,0,0.3164,0.02241,0.48043,0.03052,0.24645,0.01152,0.59987,0,0.6042,0.03827,0.01222,0.02596,0.05842,0.12463,0.23356,0.067,0.07296,0.19723,0.16524,2.45,0,0.45693,0.03146,0.04309,0.18067,0,0.02675,0.41043,0.20591,0,0.74217,0.55289,0.3818,0.27335,0.11432,5.82398,0,0,0.02277,0,0.10997,0,0.18541,0.02326,0,0.3824,0.18728,0.01479,0.00593,0.03609,0.1332,0.04192,0.35452,0.20087,0,0
"Arcobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacteraceae",0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01203,0,0,0.00934,0,0,0,0.00198,0,0,0,0,0.17462,0.00854,0.00593,0.44388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0,0,0.05886
"Aeromonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.02176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinivibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacteriaceae",0.01802,0.021,0.07843,0,0.00177,0.89975,1.8291,0.41948,0,0.65284,0,0.33525,0.03632,0.00955,0.27131,0.00296,0.00702,0.04009,0.16906,0.08134,0.07859,0.00438,12.73256,0.00651,0.11331,0.03368,0,0,0,6.4636,28.44459,0,0.00029,0.00937,2.52912,0,0.28918,1.66455,16.99733,0.27792,0.00608,0.0031,0.00085,33.31977,0.20448,0.99739,2.08755,0.16659,0.64495,0,0.00264,0,0,0.19255,0.00384,0.00787,5.09345,0.67692,0.09362,16.38517,0,2.66549,0.03951,0.22075,0.03962,0.00343,0.00903,0.00085,0,0.35508,0.09133,0.24741,0.33199,0,0.03318,2.73145,0,0.0059,2.3065,0.03362,0,0.11728,0.15969,0.02552,0.07048,0.01786,2.65421,0,0.00082,12.71788,0.03544,0.11679,0,0.06458,0.00761,0.00596,4.82201,0.01609,0.00842,0.0621,0.12448,1.36343,0.36984,0,0.13178,0.00496,0,0,0.11312,0.07712
"Hafniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04586,0,0,0,0,0,0,0,0
"Morganellaceae",0,0,0,0,0,0,0,0.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06652,0,0,0,0,0,0,0,0.07396,0,0,0,0,0,0,0,0,0,0.01988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yersiniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moraxellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01621,0,0,0,0,0,0,0,0
"Pasteurellaceae",0.014,0,0,0.00187,0.1523,0,0,0,0,0.05863,0.0187,0,0,0.02291,0.00669,0,0.00347,0,0.10165,0.01424,0.06596,0.00133,0.06835,0.06274,0,0,0,0,0,0,0.1924,0.01494,0,0.01261,0,0,0,0.01295,0,0.00282,0.08529,0,0,0.15703,0,0.02826,0,0,0,0.11895,0,0,0.0011,0.18783,0.06187,0.05593,0,0.0745,0.10476,0.17934,0.33522,0,0,0,0.00547,0.00138,0.00479,0,0.00553,0,0.05266,0.05988,0,0,0.04972,0,0.00418,0,0,0,0,0,0.00451,0,0.01104,0,0.10445,0,0,0.0023,0.18308,0.01413,0,0,0.02189,0,0.00989,0.18625,0,0.00111,0,0.08965,0.13427,0,0.11083,0.00153,0.00285,0,0.02146,0
"Pseudomonadaceae",0,0,0,0,0.00291,0,0,0,0,0.00272,0,0,0,0,0,0,0,0,0.00175,0.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0.02066,0,0,0,0,0.01396,0,0,0,0,0,0,0,0,0,0.06857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,0,0,0,0,0,0,0,0.00176,0
"Brachyspiraceae",0,0,0,0.04498,0,0,0,0,0,0,0,0.28009,0,0,0,0,0,0,0,0,0,0.86343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888,0,0,0,0,0,0,0,0,0,0,0,0,0.09958,0,0,0,0,0,0,0,0,0,0,0,0
"Treponemataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistaceae",0,0.00103,0,0.00276,0,0.00094,4.7034,0,0,0,0,0.05549,0.00225,0,0,0.00821,0,0,0.00493,0,0,0.00645,0,0,0,0,0,0.02969,0,0.00077,0,0,0,9e-04,0,0.00116,0,0,0,0,0,0.43312,0.01072,0,0.00075,0,0,0.00135,0,0.01752,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0.00105,0,0.00061,0,0,0,0.00113,0,0,0,0,0.00228,0,0,0,0.12731,0,0,0.08449,0,0.00073,0.00191,0.02668,0,0,0.00147,0.04613,0,0,0,0.00079,0,0,0,0.00119,0,0,0,0,0.00177,0.00189,0,0.02985,0,0,0,0
"Blastocystidae",0,0,0.21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown",0.95575,1.09375,3.58538,0.51062,0.97433,1.4684,2.63186,1.23452,1.47179,1.31651,0.47803,2.27521,1.14533,0.54926,1.41239,2.62343,1.84018,2.62209,6.95657,0.94272,0.09707,2.33265,0.12555,0.71948,8.08154,4.43299,1.15153,1.10066,1.48012,2.98427,2.4996,2.41881,0.24935,0.16785,0.41855,3.84418,0.21317,0.88364,4.77691,0.89991,0.66531,10.97904,1.2376,0.06365,5.96829,0.75522,1.593,2.83549,0.17283,3.22526,2.51969,0.32008,2.61691,12.34587,0.35875,2.74643,2.53284,0.92096,1.69723,0.90327,0.49926,0.04288,3.78253,2.35235,0.7614,1.3382,0.59678,0.05814,2.03069,0.76497,0.60041,1.04846,2.32058,2.39511,0.78664,1.42557,0.10737,3.02059,2.30626,3.933,0.62312,0.09703,0.41619,2.32865,0.65442,0.20718,1.41106,0,0.40012,1.55656,0.51874,2.11713,0.66406,2.54399,1.2097,3.55479,2.50902,1.52319,10.03912,2.37835,2.03158,5.27054,15.50329,1.79485,2.51425,6.10125,0.56606,1.92518,0.62161,2.15661
