"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Paraprevotella",1.20166,0,0,0,0,0,0,0,0.17112,0,0.42027,6.17578,0,0,0,0,0,0.32127,0,0,0.22734,1.29819,0.57262,0,0,0,0,1.00627,0,0,0,0,0,0,0,0,0.05117,0.17018,0.59248,0,0,0,0.16722,0,0.59786,0.28707,0.33402,0,0.15548,1.46551,0,0,0,0,0,0,0,0,0,0.4321,1.48267,0,0,0,0,0,0,0,0,0,0,0.15507,0,0.10124,0,0.19051,0.72449,0.83604,0.00113,0,0.77038,0.45289,0.26408,0,0,0.15302,0.03662,0,0,0.39147,0,0.01545,0,0,0,0,0,7.56086,0,0.52597,1.12231,0,0,0,0.80653,0,0,0,0,0
"Prevotella",0.00118,1.08142,0.00831,0.10914,0.00511,1e-04,0.00331,0.00153,0.00236,0,38.39352,1.38583,0.00419,0.02596,0.00899,0.00586,0.00284,0.18063,0.00338,0.00408,54.64656,0.01386,38.77031,0,0.00657,0.0022,0.01494,16.36029,0.00138,0.00203,0.053,0,0.00165,27.16956,0.00202,0.15985,0.02971,21.02425,0.00119,0.00223,0.00739,15.60322,2.07313,0.09618,12.44129,53.39418,28.01666,0.02476,0.00187,0.00595,22.58778,0.02948,0.00389,0.01358,0.00188,22.83411,0.00531,51.94986,27.08152,21.44637,0.00383,0.06327,0.00811,0,0.00073,0.718,0.0039,0.10761,0,0.00367,11.09924,0.04528,0.00926,6.99215,0.94493,0.0036,26.02331,0.06907,0.31477,0.0041,4.83009,27.69372,23.0178,15.9416,4.04572,0.00121,0.01298,0.00496,0.00094,8.40876,0.03357,0.02684,0.00251,2.87645,0.10108,0.01567,0.00186,4.31072,0,14.80871,4.17154,4.26075,0,12.9142,0.00051,2.50847,0.1633,0.00633,0.1105,0
"Alistipes",1.21229,6.58534,3.71656,2.02301,6.05967,4.66631,4.74907,6.6279,18.479,3.96996,6.70512,0.86846,8.01121,0.86816,5.76092,4.31329,3.53567,4.64356,3.06453,8.10756,1.60522,18.71908,3.73532,0.46625,4.71913,5.96486,1.49389,4.74988,3.82599,5.64687,9.06511,4.33208,4.66718,4.05845,1.7068,2.58051,1.32544,9.21264,2.85228,4.92338,4.31566,5.51071,1.68881,0,2.58528,3.30937,2.82476,6.55877,2.22332,2.31261,5.37278,5.19762,4.05212,0,3.09604,7.0013,11.0466,0.10813,0.49834,1.38095,3.5043,0.0063,10.10808,3.95323,4.10839,4.74753,2.50287,6.36868,4.48304,5.11568,1.64405,3.90703,0.15118,5.53584,7.82041,3.9759,3.90528,6.22715,16.28697,0.17047,2.53764,0.24365,1.70821,11.40174,1.93299,8.57121,6.66558,4e-04,3.91145,7.97595,11.99505,4.25254,4.32787,7.27509,3.44993,1.26376,6.72479,2.60867,10.11793,2.91184,3.80425,4.94794,3.16831,2.51927,2.44735,6.52463,7.10723,19.22935,10.70928,0.20644
"Parabacteroides",2.12967,3.10847,1.7426,2.43516,1.24716,5.76245,9.99689,1.97449,1.37524,1.73349,1.1684,1.65965,14.17544,0.0022,2.51785,3.88751,4.36664,4.91304,2.63434,1.70744,2.11641,2.69029,1.28369,0.6553,1.18621,1.85065,9.55161,2.28919,0.70077,5.53543,2.19782,4.79397,2.86593,2.29258,2.80066,7.61767,2.36595,1.99269,5.24684,14.46643,0.8353,2.29716,1.09389,0,5.9678,0.93505,3.48649,3.4253,1.22159,0.58481,3.5601,6.09114,4.225,0,2.59326,2.07678,1.37789,7.94639,0.24321,1.59557,2.24255,0.00266,1.72973,1.47717,3.04523,2.07993,2.45242,9.61762,5.15568,4.01659,2.22731,6.73939,0,2.16932,10.93401,3.57919,3.39435,3.1628,5.98415,0.00123,4.89383,2.50497,0.75352,11.74721,4.06243,5.89947,1.55701,19.46694,3.42033,0.24355,0.00416,0.82268,3.94601,2.25166,1.6919,4.63928,1.51286,14.33328,2.95553,1.27197,3.22917,0.77759,1.08342,2.74674,5.93795,1.26796,1.90023,1.32127,0,39.72756
"Methanomassiliicoccus",0,0,0,0,0,0,1.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91552,0,0,0,0,0,0,0,0.09003,0
"Methanobrevibacter",0,0.05009,0,0.00221,0,0.00058,3.39812,0,0,0.13338,0,0.88116,0.39729,0,0,4.64882,0,0,0.32069,0,0.18862,1.09322,0.01469,0,0,2.75236,0,0,0,0,0,0,0,0.05547,0,0,0,0,0.4861,0,0,0.1614,0.2375,0,0.67764,0.01197,1.21133,0,0,0.41986,0,0,0,0,0,0.21937,0,0,0.00858,0.03554,0.26687,0,0,0,0.00142,0.29751,0,0,0,0.90192,0.00794,1.12226,0,0.02557,0.00592,1.52852,0,0,19.18022,0,0,0,0.03643,0,1.95705,0.21921,0,0,0.03036,0.02388,0,0,0,1.837,0.50711,0,0,0,0,0.30245,2.90989,0.40095,1.36841,0,0,0,0.41988,0,2.6477,0
"Methanosphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03257,0,0,0,0,0,0.03172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02542,0.08587,0,0,0,0,0,0,0
"Staphylococcus",0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0,0,0
"Gemella",0.00133,0.01602,0,0,0.00937,0.00348,0.03173,0,0,0,0.02014,0,0,0.00311,0.01098,0,0.00653,0.00696,0.02004,0,0,0,0.0043,0.0067,0,0,0.00255,0,0,0,0,0,0.0082,0,0.00168,0.38103,0,0.00941,0.00176,0,0.01475,0,0,0.06365,0,0,0.07485,0,0,0.01102,0,0,0.00448,0.11565,0.00793,0,0,0,0.97942,0.00287,0.01451,0.00388,0,0.01494,0.00062,0.05108,0.01014,0,0,0,0.00308,0.03697,0,0,0.00863,0,0,0,0.02616,0.00976,0,0.05226,0.00469,0.0063,0.00603,0.00174,0,0,0,0,0.01704,0,0,0.00553,0,0,0,0,0,0.00343,0,0,0,0,0.02603,0.00109,0.30148,0,0.00304,0.00211
"Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicatella",0,0,0,0,0,0,0.01317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus",0,0,0,0,0,0,0,0,0.00986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04778,0,0,0,0,0,0.00727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849,0,0,0.05807,0
"Fructilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01035,0,0.00189,0,0,0,0,0.02482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactiplantibacillus",0,0,0,0,0,0,0,0.89802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus",0.9704,0.05933,0.0015,0,0,0.00603,0,0.17352,0,0.19765,0,0.11658,0,0,0,0.02047,0.45101,0,0.02795,0,0.09135,0.02599,0.04183,0.08618,0,0.16973,0.01635,0.0117,0.00158,0.02118,0,0.00188,0.00348,0.15802,0,0,0,0.01606,0.12753,0,0,0,0.33725,0,0.00265,0.08181,0.01339,0,0.24521,0.28763,0.02245,0,0,0,0.00055,0,0,0.01332,0.20201,0,0.02652,0,0,0,0.19627,0.05748,0.00848,0,0,0.23725,0,0,0.05843,0,0.17888,0.00219,0,0,0,0,0,0.01147,0.12009,0.01158,0,0,0.02711,0,0.02059,0,0.00879,0.03092,0,0,0.0107,0,0.03895,0,0,0,0,0.47605,0.29195,0.2126,0,0.19978,0.02583,0.00219,0,0
"Latilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligilactobacillus",0,0,0,0,0,0,0.00629,0,0,0.20049,0,0,0,0,0,0,0,0,0.00868,0,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0.09441,0,0,0,0,0,0,0,0,0,0,0.21373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02316,0,0.02676,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0.40293,0,0,0,0,0,0,0
"Limosilactobacillus",0,0,0,0,0,0,0,0.03322,0,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0,0,1.5276,0,0,0,0,0,0,0,0,0,0,0,0,0.00702,0,0,0,0,0,0.96172,0,0,0,0,0.01988,0,0.02902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06603,0,0,0.00213,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2209,0,0,0,0.00039,0
"Pediococcus",0,0,0,0,0,0,0,0.01359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907,0,0,0,0
"Lactococcus",0,0.00232,0,0.02609,0.02569,0,0.1657,0,0.00602,0,0,0,0,0,0,0,0.00186,0,0.0044,0,0,0,0.04877,0,0,0.00248,0.03793,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.04101,0,0.00985,0,0,0.00149,0,0,0,0,0,0,0.00143,0,0,0,0,0.00287,0,0,0,0,0,0.00737,0,0,0,0.00471,0,0,0,0,0.07319,0,0.00094,0,0.00168,0,0,0.01067,0,0,0,0,0,0.00089,0,0,0.01421,0,0.03294,0.00813,0,0,0,0,0,0,0,0,0.00902,0,0,0,0,0,0,0,0.001,0
"Streptococcus",0.13434,0.19864,0.07365,0.0675,0.2484,0.14525,0.66821,6.24476,2.8027,0.21068,0.60241,0.14098,0.64107,0.46079,0.33058,0.06267,0.59712,0.02421,0.64994,0.05765,0.24383,0.00609,2.89524,0.04533,0.10908,0.06733,0.11131,0.07936,0.22583,0.01692,0.27591,0.31747,0.03076,0.21834,0.14475,0.07229,0.03477,3.50105,0.06337,0.01308,0.36471,0,0.03584,55.47222,0.00478,0.15171,0.5879,0.0687,0.19307,1.2494,0.76272,0.02392,0.05901,0.46214,1.32116,0.51078,0.00012,0.06692,6.0008,0.08646,4.29219,0.28134,0.00184,0.08847,0.0417,0.71492,0.08855,0.02204,0.25902,0.01763,0.0888,0.39148,0.00098,0.01698,1.08555,0.03279,0.16972,0.01219,0.55018,1.31217,0.01774,0.07173,0.04902,0.19142,0.07521,0.02008,0.11207,0.22635,0.27452,0,1.34505,1.67363,0.00548,0.05658,0.25045,0.11407,0.01972,0.31248,0.01956,0.50474,0.23276,0.42063,0.11155,0.04952,2.05382,0.06911,0.14277,0.00178,0,0.01049
"Christensenella",0,0,0.00032,0,0.00016,0.01301,0.01226,0.00602,0,0.00466,0.00135,0,0.00599,0,0.00556,0.1127,0,0,0.00857,0.00748,0,0,0,0,0.00576,0,0.00308,0.00616,1e-04,0.00174,0.01777,0,0.00086,0.00563,0.0031,0.02736,0,0,0,0,0.00232,0,0,0,0.00142,0,0,0.04305,0,0,0.00691,0,0,0,0,0,0.00241,0,0,0,0.00156,0,0,0.00396,0.00932,0,0,0.01595,0.00383,0.04975,0.00427,0.16073,0,0.02976,0,0.02197,0,0,0.08354,0,0,0,7e-04,0,0,0.00296,0,0,0.01975,0,0,0,0.00082,0.01185,0,0.00044,0.01856,0,0.00542,0.00803,0.00869,0.00523,0,0,0,0.0019,0.01765,0.00857,0,0
"Butyricicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.19929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26115,0,0,0.10644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01472,0,0,0.0172,0.02044,0,0,0,0.12966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium",1.2754,1.39421,0.58923,0.37316,0.18426,0.88557,1.06676,0.39617,0.0029,1.05432,0.20762,0.5497,1.23249,1.14915,0.54409,0.19539,0.57183,0.88013,8.15955,0.76731,0.05893,0.33024,3.49047,1.3611,0.28834,3.52925,0.18008,0.53778,0.52032,0.55894,0,2.46348,0.39124,0.47991,0.15487,0.04679,0.40781,4.09616,0.52179,1.15808,0.13494,1.08527,0.27724,0.422,0.21115,3.21158,0.31808,0.30374,0.10663,0.24627,1.06643,0.26206,0.62948,0.03916,0.52969,0.36007,3.09376,0.02925,0.43514,3.09359,0.15525,0.00598,0.45915,0.06964,0.71097,1.25729,0.36776,0.29271,1.70774,0.35939,0.12675,1.83088,0.28209,0.78528,0.826,6.63853,0,1.15466,0.33659,1.20085,0.38807,0.02595,0.14117,0.95482,1.88634,0.14599,0.59292,0,0.46922,0.96005,2.99023,0.26737,0.197,0.33044,0.22537,3.31509,0.0032,1.28834,3.79962,0.65804,0.73261,0.31135,3.14514,0.41569,2.52079,0.33127,0.31215,0.16868,1.60414,0.00847
"Hungatella",0.00013,0,0.03188,0.0011,0.00287,0.01446,0.24742,0,0.07493,0.01297,0,0.39194,0.01525,0.03145,0.05355,0.01959,0.01027,0,0.00125,0,9e-04,0,0,0.01037,0.06758,8e-04,0.06782,0,0.00254,0.00869,0.09813,0.00267,0.00589,0.01265,0.03098,0.01518,0.0408,0,0,0.08428,0.00219,0,0,0,0.00172,0,0,0.01081,0.00909,0,0.05293,0.0711,0,0.36439,0.05075,0,0.00134,0,0,0,0.00118,0.21028,0.00714,0,0,0,0.00134,0.12444,0.00288,0.00181,0.02998,0.02073,0.03362,0,0.00335,0,0.0316,0.0017,0.09639,0.01454,0,0.10061,0,0.00646,0,0.04226,0,1.74497,0.02348,0,0.02362,0.00516,0.02187,0,0.00105,0.01282,0.0047,0.3513,0.01268,0.00238,0,0.00235,0,0,0,0.02233,0.0065,0,0.04021,0.00017
"Lactonifactor",0,0,0.00029,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03002,0,0,0,0,0,0,0,0.01091,0,0,0,0,0,0,0,0,0,0.00205,0.00267,0,0,0,0,0,0.00169,0,0,0,0,0.00507,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraclostridium",0,0,0,0,0,0,0,0.00681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerofustis",0,0,0,0,0,0.00538,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01562,0,0.01498,0,0,0,0.00145,0,0,0.08502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516,0.02861,0,0,0,0,0,0.01925,0,0,0,0,0,0,0,0,0,0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium",3.4859,5.31827,6.42176,0.00039,0.16518,8.74984,0.93121,6.79201,0.40261,0.72778,7.51484,0.548,2.95333,2.87776,0.15248,0.32359,2.72514,0.11748,7.95262,7.92377,1.88824,0.07305,0.21481,2.78584,12.47095,0.70769,0.93233,26.53471,3.419,0.00278,1.73256,0.1722,0.54287,7.17394,1.39163,3.21534,0.05519,8.13303,1.31314,0.72634,0.37626,1.33715,0.19018,0.02217,1.9145,0.69314,0.91921,0.4051,0.43701,4.74757,0.00421,1.08467,4.1172,2.67401,0.48889,0.59729,0.49034,2.22325,1.14416,0.60565,1.78151,1.74545,0.38014,0.47589,0.7396,5.94688,0.00095,0.00018,0.16713,0.78784,5.19018,0,13.33931,0.17035,0.18812,0.81764,0.51173,3.51118,0.10966,1.63566,0.88568,0.23058,0.3839,0.5889,0.24352,5.52556,4.23789,0,9.80654,1.70435,15.32481,6.09063,1.20849,0.45122,0.59059,7.22114,7.32094,0,1.14774,0.45162,6.97078,1.55078,13.3902,1.36802,4e-04,7.28297,0.23131,0.10392,12.44932,3.30192
"Mogibacterium",0,0.00077,0,0,0.00282,0.00155,0.00286,0,0,0.00024,0.00746,0,0,0,0.00136,0,0,0,0.01366,0,0,0,0.00236,0,0.00217,0,0,0,0,0.00212,0,0,0.00317,0.00334,0.00794,0.00352,0,0.00032,0.00082,0.00062,0.00613,0,0,0,0,0.01585,0,0,0.00051,0.01184,0,0,0,0.04619,0.01255,0,0,0,0.04812,0,0.00097,0.00962,0,0.00423,0,0.00327,0,0,0.00402,0.0038,0.01306,0.0334,0,0,0.00173,0,0.00116,0,0.03973,0.00044,0,0,0.00581,0,0.00103,0,0,0.00094,0,0,0.00537,0,0,0,0,0,0.0035,0,0,0,0.00071,0,0,0,0,0,0.06831,0,0,0
"Anaerobutyricum",0.16431,0.52882,1.0256,0.11736,0.35919,0.19556,2.15414,0.62858,0.10184,0.05373,0.65124,0.18206,0,0,0.41752,0,0.48548,0.22708,0.17631,0.47112,0.3084,0.13339,0.15038,0.19517,0.11428,0.26369,0,0.19644,1.29441,0.03245,0,0.7543,0.31364,0.09686,0.48296,0.40415,0.00299,0.10953,0.27316,0,0.74678,0.48487,0.38288,0,0.79119,0.38762,0.17967,0.41164,0.22839,0.22737,0,1.26906,1.10277,0,0.10288,0.18256,0.03093,0.41907,0.33492,0.17613,0.33534,0,0.04483,2.55786,0.33835,1.56282,0.55577,0,1.16892,0,0.27997,0.37321,1.00803,0.00538,0.61235,1.02517,1.24197,0.05543,0.9605,1.37788,0.28913,0.01936,1.0018,0.14445,0.09948,0.1723,0.7302,0,0.09325,0.02512,0.18258,0.86727,0.68764,2.83487,1.34053,0.10072,0.05837,0,0.02172,0.68653,0.4452,0.26711,0.83337,0.73121,0,0.75921,0.60393,0.13744,0,0
"Anaerostipes",2.93891,0.1749,0.37081,1.55063,4.39614,0.11724,0.36577,1.6837,0.04508,0.10297,0.56192,0.59621,0.01058,2.20471,0.52195,0.03248,2.75939,0.1554,0.38004,0.51222,0.04097,0.26845,0.06595,6.45935,0.38534,0.9993,0.00096,1.22078,2.93975,0,0.07339,0,0.4732,0.68452,4.84926,0.28976,1.3585,0.15489,0.10696,0.00725,9.21632,0.33658,0.34901,0,1.18678,0.10036,0.07755,0.35273,0.73662,0.95619,1.57147,0.13742,1.23238,1.8563,1.33277,0.19374,0.19284,1.58316,0.47937,0.06294,0.6837,0,0.05716,1.37319,0.37916,0.51195,0.2706,0.10858,0,0.08504,1.07133,0,3.16565,0.02213,1.66026,1.61397,0.01205,0.12796,0.43852,1.65257,0.76724,0.88076,0.37202,0.10599,2.48685,0.23517,0.1772,0.24565,0.68026,0.02419,0.53539,1.35469,1.12337,2.19695,2.65582,0.24753,0,0.00695,0.03632,0.68209,0.25105,0.76498,0.03702,0.72735,0,0.20369,0.14704,0.7345,0,0.94883
