"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Coprobacillus",0,0,0.31535,0.03949,0.08485,0,0,0.0691,0,0.02281,0,0.37267,0,0.00673,0,0,0.01968,0,0.00616,0,0.01734,0,0,0,0.02399,0,0,0,0,0,0,0.06295,0,0.01351,0,6.30361,0,0,0,0,0.03906,0,0,0,0.07947,0,0,0,0,0,0.00111,0,0,0.10243,0.00151,0,0.00592,0,0,0,0,0,0,0,0,0,0,0,0.01263,0.00731,0.05371,0.01557,0,0,0,0,0.06688,0,0,0.02646,0,0,0,0.00325,0,0,0,0,0.03766,0,0,0,0.02885,0,0,0,0,0.27959,0,0.00375,0,0,0,0.02312,0,0.04534,0,0,0.20609,0
"Eggerthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharpea",0,0,0,0,0,0,0,0,0,0.00081,0,0.01142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0.00208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,0,0
"Amedibacillus",0,0.01808,0,0,0,0,0,0,0,0.02287,0,0,0,0.02272,0,0,0,0.03201,0,0,0,0,0.00934,0,0,0.0059,0.01471,0,0.00375,0,0,0,0.50237,0,1.00097,0,0.04012,0,0,0,0,0,0,0,0,0,0,0,0.02158,0,0,0,0.53853,0,0.09219,0.0077,0.52202,0,0,0,0,0,0,0,0,0.02643,0,0,0,0,0.00507,0,0,0,0,0,0,0.04594,0,0.07202,0,0,0,0,0,0,0.00273,0,0.021,0,0.00348,0,0,0,0,0.52565,0,0,0.0193,0,0,0,0,0,0,0,0,0,0,0.1782
"Candidatus Stoquefichus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869,0.03389,0,0,0,0.00717,0.06568,0,0.06879,0,0,2.03429,0,0,0.0619,0.02717,0.01694,0.00622,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0.01489,0.07494,0.0801,0.24706,0,0.13796,0,0,0,0,0,0,0,0,0,0.00238,0,0,0,0.14883,0.0099,0.00319,0,0,0,0,0,0,0,0,0.02713,0,0,0,0,0,0.11711,0.00615,0,0,0,0.0817,0.0383,0,0,0,1.42918,0,0,0.09234,0,0.21314,0.00949,0,0.01057,0.01433,0.01082,0,0,0,0
"Dielma",0,0.003,0,0.01479,0,0.00871,0,0.01355,0,0.01729,0,0,0.00411,0,0.02866,0.07052,0.00468,0.00082,0.02337,0.01422,0,0,0,0.01491,0.0469,0.01058,0,0,0.00489,0,0.00556,0.00458,0.03125,0.00922,0.21176,0,0.002,0,0.00053,0,0,0,0,0,0.00827,0.00212,0,0.00315,0.01781,0,0,0,0.08889,0,0,0,0.02947,0.00157,0,0,0.02788,0,0,0,0,0.00316,0,0.0224,0.00351,0.03781,0.03324,0.09843,0,0,0.00652,0,0.00684,0,0.05717,0.00251,0.00575,0.0046,0,0,0,0.0364,0.01518,0,0,0,0,0,0.00462,0.00048,0,0,0.01144,0,0,0.00043,0.01326,0,0,0.00242,0,0.00825,0.0059,0,0,0
"Erysipelatoclostridium",0.01679,0.02141,0.03977,0.06914,0.01356,0.02186,0.2388,0.0015,0.00656,0.07758,0,0.02249,0.01526,0.6518,0.23079,0.02419,0.09884,0.0225,0.09782,0,0,0.02368,0.01427,0.08192,0.00803,0.12954,0.3358,0.0311,0.25393,0.10964,0.08635,0.21899,0.03428,0.00965,0.55506,0.9542,0.09859,0,0.01713,0.42717,0.01641,0,0.05034,0,0.42666,0,0,0.02561,0.05967,0,0.09619,0.62664,0.08668,4.88863,0.13551,0.02616,0.89857,0.16052,0,0.00162,0,1.7762,0.00097,0.04394,0,0.04523,0.03407,1.79263,0.36936,0.00684,0.22036,2.17137,0.12623,0,0.20807,0,0.07652,0,0.46885,0.08129,0,0.45389,0.11911,0.10323,0.03608,0.01202,0.01361,6.27841,0.18365,0,0.18786,0.07922,0.08586,0.00791,0.05226,0.09382,0.14588,0.59466,0,0,0.00216,0.00665,0,0.03389,0.62469,0.0107,0.01349,0,0.78274,0
"Erysipelothrix",0,0,0,0,0,0,0,0,0,0,0,0.00552,0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalicoccus",0,0,0,0,0,0,0,0,0,0.01617,0,0,0,0.06702,0.04061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0,0,0.83688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14765,0,0,0,0,0,0,0,0
"Faecalitalea",0,0.04106,0,0.00165,0,0,4.41576,0,0,0,0.08297,0,0,0.08025,0,0,0,0.06178,0.00342,0,0.02377,0.00036,0,0,0.40103,0,0.85802,0,0,0,0,0,0.05378,0,0,0,0,0,0,0,0,0,0.87021,0,0,0.19797,0.07419,0.02996,0,0.11866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971,0.14344,0,0,0,0.00904,0,0,0,0,0,0,0,0,2.30203,0,0,0,0,0,0.11845,0,0,0,1.35252,0,0,0,0,0,1.11352,0,0,0.02751,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemanella",0,0.0592,0.36218,0,0.15507,0,0,0,0.133,0,0,0.31454,0.00743,0,0,0.18128,0,0,0,0,0.91802,1.08832,0,0,0,0,0,0.02807,0,0,0,0,0.16798,0,0,0,0,0.01489,0.13106,0,0.17445,0,0,0,0,0.05425,0.07044,0.88513,0,0.33751,0,0,0,0,0.06952,0,0,0.15174,0,0,0.05389,0,0.1461,3.38762,1.67807,0.20618,0,0,0,0.02546,3.36468,0,0,0.0108,0.21021,0.38388,0.70211,0,1.84666,0,0.88195,0.03228,1.1056,1.97515,0,0.87666,0.17384,0,0,0.04895,0,0.00889,0,0.3972,0.09283,0,0,0,0,0.07731,0.31586,0,0.66531,0,0,0,0,0.0016,4.90279,0
"Holdemania",0.0474,0.05469,0.01511,0.06588,0.00074,0.06568,0.03994,0.01526,0,0.00263,0,0.08697,0.08296,0.01746,0.17167,0.04415,0.01122,0,0,0,0.00967,0.01089,0.00616,0,0.00236,0,0.01741,0.00859,0.13607,0,0,0.01978,0.02054,0,0.0262,0.01559,0.06921,0.13071,0.00681,0,0,0.10346,0.0047,0,0.1004,0.01638,0.01482,0.04759,0.03566,0.03737,0.04047,0.12623,0.03851,0.74277,0.01832,0.03908,0,0.01257,0,0.00452,0.03894,0,0.0121,0.00909,0.01517,0.04925,0.06227,0.00046,0.03666,0.0299,0,0,0.06827,0.02265,0.02628,0.02334,0,0.01251,0,0,0.05268,0.03396,0.01306,0,0.00209,0.03871,0,0,0.08874,0,0,0,0,0.00615,0.0279,0,0.0924,0,0,0.0277,0.14464,0,0.00115,0,0,0,0,0.11317,0,0.06792
"Massilimicrobiota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01096,0,0,0.03312,0,0,0,0,0,0,0,0,0,0.02893,0,0,0,0,0,0,0.02318,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06545,0
"Solobacterium",0,0,0,0,0.00045,0.05853,0,0,0,0,0.00319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.44434,0,0,0,0,0.00064,0,0,0,0,0,0.13147,0,0,0.00261,0,0,0,0.00394,0.00143,0,0,0,0.05272,0,0,0.00557,0,0,0,0,0,0,0,0,0.04722,0.00344,0,0,0,0,0,0,0.00441,0,0,0.0765,0.00583,0,0,0,0,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045,0,0,0
"Turicibacter",0.0034,0.06654,0,0,0.01123,0,0,0,0,0.01621,0,0,0,0,0.00181,0,0,0,0.00946,0,0,0,0.02777,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0,0,0,0,0.0128,0,0,5.86117,0,0,0.0246,0.0037,0,0,0,0.00673,9e-04,0,0,0.04337,0,0.00165,0,0,0.00387,0,0,0.00374,0,0.06438,0,0,0,0,0,0,0.07614,0,0.08549,0,0,0,0.00177,0,0,0,0,0.0065,0,0,0,0,0,0,0.01063,0,0,0,0.09256,0,0,0,0,0,0,0.02724,0,0,0,0.00627,0,0,0,0
"Acidaminococcus",0,0,0,0,0,0,0,1.88334,2.94283,0,0,0,0,2.86971,0,2.21653,0,0.03365,0,0,0.01198,0,0.05429,0.00441,0,0,0,0,1.77351,0,0.05278,0,0,1.24494,0,0,0,0,0,0,0,0,0,0,0,0.0378,0.43155,3.80708,0,0,0.37901,0.04439,0,0,0,0,0,0,0.26226,0,0,0,0,0.40302,1.68563,0,0,0,0,0,0,9.92582,0.00614,0,0.1082,0,1.20908,0.00087,0.01617,0,0,0,0,0,0,0,0,0,0.06879,0.04145,0,0.00503,0.49162,0.10578,0.40704,0,0,0,0,0,0,0,0.4736,0.25609,1.83823,0,0,0.00494,0,0
"Phascolarctobacterium",0.17982,0.00062,0,1.94123,0.95122,1.48091,0.53824,0.54959,1.4521,1.33005,2.43773,1.87392,0,1.63255,1.46457,1.85161,0.62822,0.75831,1.00576,0,3.09941,1.13197,0.27472,0,0.03551,0.94296,1.10047,0.03845,1.35379,0.59976,0.06786,0.00115,1.93057,1.10558,1.06935,0.41134,0.4717,4.35206,1.67294,1.15722,0.51013,2.59795,1.31413,0,2.44514,2.31583,2.79259,0.43608,0.70473,2.96416,0,0.47079,0.02395,0.83067,1.35163,0.22757,1.23346,1.52897,4.17668,0.51519,2.10131,0,2.26042,0.00425,1.38446,0.00198,0,1.03268,0.00043,0.75075,3.30114,0.6128,0,1.88147,0,1.70954,2.4452,0.95849,0.20466,0,2.38277,0.02905,2.59432,0,1.30574,1.10602,1.75476,3.4466,0.84808,6.27056,0,2.19664,1.58564,2.60945,1.53415,1.57315,1.81186,0,0.49433,2.38733,3.02466,0,0.02584,0,0,0,0,0,0,1.74533
"Megamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00109,0,0.4869,0,0,0,0
"Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella",0,0,0,0,0,0,0,0.01243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02725,0,0,0,0,0,0,0,0.00024,0,0,0,0.00478,0,0,0,0,0,0,0,0,0.00213,0,0,0,0,0,0,0,0,0,0,0.00345,0.04851,0,0,0,0,0,0,0,0,0,0.03938,0,0,0,0,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0,0,0.01879,0,0.01735,0,0,0.07699,0
"Anaeroglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister",0,0.32947,0,0,0,0,0.04779,0,0,0,0.0047,0,0.22484,0,0,0,0,0,0.00076,0.05592,0,0,0.12537,0.27034,0,0,0,0.22128,0,0,0.06124,0,0,0.03791,0,0.12501,0,0,0,0,0,0,0,0,0,0,0.09505,0,0,0,0,0,0,0,0,0.10943,0,0,0.25048,0,0,0.55888,0,0.11917,0,0.24117,0,0,0,0,0.07115,0.05703,0.40053,0,1.90895,0,0,0,0.01552,0.40442,0,0.90212,0.00284,0.74722,0,0,0,0,0,0,0.71965,0,0,0,0.01059,0,0,0,0,0,0,0.34712,2.27043,0.21253,0.06301,0.55296,0.1555,0.05166,0,0
"Megasphaera",0,0,0,0,0,0,0,0.04307,0.00022,0,0,0,0,0,0,0,0,0.11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19036,0,0,0.29573,0,0,0,0,0,0,0.00339,0,0,0.89823,0,0.05105,0,0.01091,0.00463,0,0,0,0,0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01299,0,0.00781,0,0,0,0,0,0,0,0,0,0.03959,0,0.36049,0,0,0,0,0
"Negativicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella",0.16769,0,0,0,0.44693,0,0.00086,0.3182,0.09997,0.11882,0.29764,0,0.04009,0.03995,0.01491,0,0.00042,0,0.40812,0.01915,0.05326,0,0.56868,0.02111,0.17105,0,0,0,0.00302,0,0.18471,0.00209,0,0.01588,0.10155,0,0.01434,0.09781,0.04423,0,0.19196,0,0,2.58291,0,0.02939,6e-04,0,0.01839,0.22736,0.02177,0,0,0.02024,0.01538,0.20299,0,0.02632,1.65494,0.27823,1.40662,0.06459,0,0,0.00915,0.00152,0,0,0,0,0.09485,0.41419,0.00434,0,0.71924,0,0.04949,0,0,0.78272,0.00359,0.02094,0.00931,0,0.11684,0,0.20293,0.0132,0,0,0.10358,0.22776,0,0,0.01095,0,0.00532,0.54566,0,0,0,0.2859,0.02066,0,0.95125,0,0.00109,0,0.00535,0
"Anaerococcus",0,0,0,0,0,0.04503,0.16769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05299,0,0,0,0,0,0,0,0.01906,0,0,0.02089,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02464,0,0.83959,0
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41995,0
"Parvimonas",0,0,0,0,0,0.03633,0,0,0,0,0.01223,0,0,0,0.01425,0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38592,0,0,0,0,0,0,0,0,0,0,0.05452,0,0,0,0,0,0,0,0,0,0,0,0.06091,0,0,0,0,0.09818,0,0,0,0,0,0,0.16124,0,0,0,0.02839,0.07719,0,0,0.2331,0,0,0.22139,0.00474,0,0,0,0,0,0,0,0,0.00103,0,0,0.00385,0,0,0,0,0,0,0,0,0,0,0,0.23611,0,0,0
"Peptoniphilus",0,0,0,0,0,0.02889,0.00799,0,0,0,0,0,0,0,0.00313,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15551,0
"Fusobacterium",0,0,0,0,0,0.00277,0.21985,0,0.00759,0,0.00366,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48623,0,0.03468,0.05765,0,0,0,0,0,0.00359,0,0,0,0,0.15794,0.05521,1.01852,0,0,0,0,0.01546,0,0,0.00211,0,0.10648,0,0.01759,0.0391,0,0.01357,0,0,0,0.29524,0,0.00356,0.00707,0.01197,0,0,0,0.00073,0,0,0,0,0.21826,0.2427,0.00539,0,0,0,0,0,0,0,0,0,0,0,0.03823,0,0,0,0,0,0,0,0,0,0.0058,0,0.114,0,0.0161,0
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01288,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0.01985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis",0,0,0.00291,0.04362,0,0,0,0,0,0,0.00162,0,0,0,0,0.03636,0,0,0.1162,0,0,0.37792,0,0,0,0.00748,0,0.00934,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,6e-04,0.10994,0,0,0.00817,0.01262,0,0,0.04611,0,0,0,0,0,0.00845,0,0,0,0.09565,0,0,0,0,0.049,0,0.00766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0.0583,0,0,0,0,0,0,0,0.12503,0.00831,0,0,0,0,0.05166,0.01912,0,0,0,0,0.0131,0,0,0,0
"Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0,0,0,0.01042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacter",0,0,0,0.03685,0,0,0,0,0,0.00567,0,0,0,0,0,0,0,0,0,0,0.06705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05209,0,0,0,0,0,0.06339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02664,0,0,0,0,0,0,0,0.10923,0.14386,0.11812,0,0,0,0.05753,0,0,0
"Parasutterella",0.57414,1.93082,0.58354,0.02934,0,0.00491,0,0.0448,0.14099,0,0.00227,0,0,0,0.74105,0.04982,0.27539,0.02262,0.0244,1.21971,0,0.09786,0,0.352,0,0.33029,0,0.12812,0,0.02091,0.06466,0.04831,0.0037,0,0.45818,0,0.36392,0.01292,0.16509,0,0,0.56283,0.00948,0,0.07878,0.01073,0.0273,0.02178,0,0.00548,0,0.58646,0.17153,0,0,0.05725,0,0.04581,0.00423,0.03846,0,0,0,0.48229,0.36121,1.50168,0.00111,1.0568,0.04604,0.06889,0.04762,0,0.09212,0,0.9652,0.08434,0,0,0.08962,0.27632,0.01709,0,0.01013,0,0,0.02546,0,0,0,0,0,0.20122,0.78444,0.00741,0.03767,0,0,0,0,0.00898,0,0.02448,0.02043,0.07291,0.17194,0.14913,0.65833,0.50747,0,0
"Turicimonas",0.00928,0.27562,0.25622,0.00484,0,0,0,0.00916,0.0047,0.0024,0,0,0,0,0.01635,0.00049,0.03415,0.00168,0.00609,0.03638,0,0,0,0.00611,0,0.0196,0,0.00415,0,0.00387,0.02684,0,0.01112,0,0.0217,0,0.00909,0,0.01598,0,0,0.13546,0,0,0,0,0,0,0,0,0,0.01573,0.01317,0,0,0.00248,0,0.00405,0,0.0017,0,0,0,0.05621,0.02441,0.19992,0,0.01589,0,0.0077,0.00051,0,0,0,0.06914,0,0,0,0.00996,0.08018,0,0,0,0,0,0.02035,0,0,0,0,0,0.0405,0.01329,0,0.00149,0.88743,0,0,1.39487,0,0.02941,0,0.0129,0,0.05918,0.0651,0.0091,0.01984,0,0
"Eikenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0
"Neisseria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01072,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01898,0,0,0,0,0,0,0,0,0,0,0,0
