"","SAMD00115014","SAMD00115015","SAMD00115025","SAMD00115027","SAMD00114971","SAMD00114972","SAMD00115039","SAMD00114968","SAMD00114970","SAMD00115016","SAMD00115017","SAMD00115019","SAMD00115021","SAMD00115023","SAMD00114973","SAMD00114969","SAMD00115018","SAMD00115020","SAMD00115022","SAMD00115024","SAMD00115064","SAMD00115029","SAMD00115026","SAMD00115028","SAMD00115060","SAMD00115061","SAMD00115062","SAMD00114997","SAMD00115030","SAMD00115063","SAMD00114999","SAMD00115031","SAMD00115032","SAMD00115065","SAMD00115034","SAMD00115035","SAMD00114998","SAMD00115000","SAMD00114995","SAMD00114996","SAMD00115033","SAMD00114801","SAMD00114735","SAMD00114736","SAMD00115036","SAMD00114737","SAMD00114738","SAMD00115037","SAMD00114739","SAMD00114744","SAMD00114745","SAMD00114746","SAMD00114747","SAMD00114831","SAMD00114748","SAMD00114832","SAMD00114740","SAMD00114741","SAMD00114833","SAMD00114742","SAMD00114743","SAMD00114757","SAMD00114758","SAMD00114759","SAMD00114760","SAMD00114834","SAMD00114761","SAMD00114762","SAMD00114763","SAMD00114802","SAMD00114815","SAMD00114764","SAMD00114974","SAMD00114755","SAMD00114756","SAMD00114765","SAMD00114978","SAMD00114766","SAMD00114979","SAMD00114767","SAMD00114768","SAMD00114769","SAMD00114770","SAMD00114771","SAMD00114980","SAMD00114975","SAMD00114772","SAMD00114773","SAMD00114718","SAMD00115040","SAMD00114976","SAMD00114977","SAMD00114719","SAMD00114720","SAMD00115042","SAMD00114721","SAMD00114722","SAMD00115043","SAMD00114984","SAMD00114723","SAMD00114724","SAMD00115041","SAMD00114981","SAMD00114800","SAMD00114982","SAMD00114793","SAMD00114794","SAMD00114795","SAMD00114985","SAMD00115045","SAMD00114986","SAMD00115046","SAMD00115047","SAMD00114796","SAMD00114987","SAMD00114797","SAMD00114988","SAMD00114798","SAMD00114799","SAMD00114753","SAMD00114754","SAMD00115044","SAMD00114989","SAMD00114990","SAMD00114991","SAMD00114992","SAMD00115048","SAMD00114749","SAMD00115049","SAMD00115050","SAMD00115051","SAMD00115052","SAMD00114750","SAMD00115053","SAMD00115054","SAMD00114993","SAMD00115055","SAMD00114751","SAMD00114752","SAMD00114780","SAMD00114781","SAMD00114782","SAMD00114994","SAMD00114774","SAMD00114775","SAMD00114776","SAMD00114777","SAMD00115056","SAMD00115058","SAMD00114778","SAMD00114779","SAMD00114730","SAMD00115001","SAMD00114731","SAMD00114732","SAMD00114733","SAMD00114734","SAMD00114725","SAMD00115057","SAMD00114726","SAMD00114727","SAMD00114728","SAMD00114729","SAMD00115002","SAMD00114787","SAMD00114788","SAMD00115003","SAMD00115004","SAMD00114789","SAMD00114790","SAMD00114791","SAMD00114792","SAMD00114783","SAMD00114784","SAMD00115008","SAMD00114785","SAMD00114786","SAMD00115009","SAMD00115005","SAMD00115006","SAMD00115038","SAMD00115007","SAMD00115059","SAMD00115011","SAMD00115012","SAMD00115013","SAMD00115010","SAMD00114816","SAMD00114819","SAMD00114804","SAMD00114805","SAMD00114806","SAMD00114807","SAMD00114808","SAMD00114809","SAMD00114810","SAMD00114811","SAMD00114820","SAMD00114821","SAMD00114812","SAMD00114813","SAMD00114814","SAMD00114826","SAMD00114827","SAMD00114828","SAMD00114829","SAMD00114830","SAMD00114862","SAMD00114822","SAMD00114823","SAMD00114857","SAMD00114858","SAMD00114824","SAMD00114825","SAMD00114817","SAMD00114818","SAMD00114835","SAMD00114836","SAMD00114803","SAMD00114841","SAMD00114842","SAMD00114843","SAMD00114844","SAMD00114845","SAMD00114846","SAMD00114847","SAMD00114848","SAMD00114849","SAMD00114850","SAMD00114863","SAMD00114864","SAMD00114865","SAMD00114866","SAMD00114851","SAMD00114852","SAMD00114867","SAMD00114853","SAMD00114868","SAMD00114869","SAMD00114854","SAMD00114859","SAMD00114837","SAMD00114838","SAMD00114860","SAMD00114839","SAMD00114840","SAMD00114855","SAMD00114856","SAMD00114861","SAMD00114887","SAMD00114870","SAMD00114871","SAMD00114926","SAMD00114937","SAMD00114888","SAMD00114889","SAMD00114872","SAMD00114873","SAMD00114927","SAMD00114928","SAMD00114938","SAMD00114890","SAMD00114891","SAMD00114929","SAMD00114930","SAMD00114939","SAMD00114892","SAMD00114893","SAMD00114874","SAMD00114875","SAMD00114931","SAMD00114932","SAMD00114940","SAMD00114894","SAMD00114895","SAMD00114876","SAMD00114933","SAMD00114941","SAMD00114896","SAMD00114897","SAMD00114877","SAMD00114878","SAMD00114934","SAMD00114942","SAMD00114898","SAMD00114935","SAMD00114936","SAMD00114943","SAMD00114908","SAMD00114944","SAMD00114918","SAMD00114909","SAMD00114919","SAMD00114920","SAMD00114949","SAMD00114950","SAMD00114910","SAMD00114911","SAMD00114921","SAMD00114922","SAMD00114951","SAMD00114912","SAMD00114913","SAMD00114923","SAMD00114952","SAMD00114953","SAMD00114945","SAMD00114924","SAMD00114954","SAMD00114914","SAMD00114946","SAMD00114925","SAMD00114955","SAMD00114956","SAMD00114915","SAMD00114916","SAMD00114917","SAMD00114947","SAMD00114948","SAMD00114957","SAMD00114958","SAMD00114879","SAMD00114880","SAMD00114959","SAMD00114960","SAMD00114899","SAMD00114881","SAMD00114882","SAMD00114900","SAMD00114901","SAMD00114961","SAMD00114962","SAMD00114883","SAMD00114884","SAMD00114902","SAMD00114903","SAMD00114963","SAMD00114964","SAMD00114904","SAMD00114905","SAMD00114965","SAMD00114885","SAMD00114906","SAMD00114907","SAMD00114966","SAMD00114967","SAMD00114886","SAMD00164694","SAMD00164695","SAMD00164708","SAMD00164713","SAMD00136653","SAMD00164717","SAMD00164721","SAMD00164723","SAMD00164727","SAMD00164728","SAMD00164729","SAMD00164734","SAMD00164744","SAMD00164745","SAMD00164746","SAMD00164748","SAMD00164750","SAMD00154991","SAMD00164755","SAMD00164756","SAMD00164757","SAMD00164758","SAMD00154992","SAMD00164760","SAMD00154993","SAMD00164764","SAMD00164765","SAMD00136648","SAMD00164767","SAMD00164769","SAMD00154994","SAMD00164771","SAMD00164772","SAMD00154995","SAMD00164773","SAMD00164774","SAMD00164776","SAMD00164778","SAMD00164779","SAMD00164780","SAMD00164791","SAMD00164801","SAMD00164803","SAMD00164804","SAMD00164805","SAMD00164806","SAMD00164807","SAMD00164808","SAMD00164809","SAMD00164812","SAMD00164813","SAMD00164814","SAMD00164817","SAMD00164818","SAMD00164819","SAMD00164820","SAMD00164821","SAMD00164822","SAMD00164823","SAMD00164824","SAMD00164825","SAMD00164826","SAMD00164827","SAMD00164828","SAMD00164829","SAMD00164830","SAMD00164831","SAMD00164832","SAMD00164833","SAMD00164834","SAMD00164835","SAMD00164836","SAMD00164837","SAMD00164838","SAMD00164839","SAMD00164840","SAMD00164841","SAMD00164842","SAMD00164843","SAMD00164844","SAMD00164845","SAMD00164846","SAMD00164847","SAMD00164848","SAMD00164849","SAMD00164850","SAMD00164851","SAMD00164852","SAMD00164853","SAMD00164854","SAMD00164855","SAMD00164856","SAMD00164857","SAMD00164858","SAMD00164859","SAMD00164860","SAMD00164861","SAMD00164862","SAMD00164863","SAMD00164864","SAMD00164865","SAMD00164866","SAMD00164867","SAMD00164868","SAMD00164869","SAMD00164870","SAMD00164871","SAMD00164872","SAMD00164873","SAMD00164874","SAMD00164875","SAMD00164876","SAMD00164877","SAMD00164878","SAMD00164879","SAMD00164880","SAMD00164881","SAMD00164882","SAMD00164883","SAMD00164884","SAMD00164885","SAMD00164886","SAMD00164887","SAMD00164888","SAMD00164889","SAMD00164890","SAMD00164891","SAMD00164892","SAMD00164893","SAMD00164894","SAMD00164895","SAMD00164896","SAMD00164897","SAMD00164898","SAMD00164899","SAMD00164900","SAMD00164901","SAMD00164902","SAMD00164903","SAMD00164904","SAMD00164905","SAMD00164906","SAMD00164907","SAMD00164908","SAMD00164909","SAMD00164910","SAMD00164911","SAMD00164912","SAMD00164913","SAMD00164914","SAMD00164915","SAMD00164916","SAMD00164917","SAMD00164918","SAMD00164919","SAMD00164920","SAMD00164921","SAMD00164922","SAMD00164923","SAMD00164924","SAMD00164925","SAMD00164926","SAMD00164927","SAMD00164928","SAMD00164929","SAMD00164930","SAMD00164931","SAMD00164932","SAMD00164933","SAMD00164934","SAMD00164935","SAMD00164936","SAMD00164937","SAMD00164938","SAMD00164939","SAMD00164940","SAMD00164941","SAMD00164942","SAMD00164943","SAMD00164944","SAMD00164945","SAMD00164946","SAMD00164947","SAMD00164948","SAMD00164949","SAMD00164950","SAMD00164951","SAMD00164952","SAMD00164953","SAMD00164954","SAMD00164955","SAMD00164956","SAMD00164957","SAMD00164958","SAMD00164959","SAMD00164960","SAMD00164961","SAMD00164962","SAMD00164963","SAMD00164964","SAMD00164965","SAMD00164966","SAMD00164967","SAMD00164968","SAMD00164969","SAMD00164970","SAMD00164971","SAMD00164972","SAMD00164973","SAMD00164974","SAMD00164975","SAMD00164976","SAMD00164977","SAMD00164978","SAMD00164979","SAMD00164980","SAMD00164981","SAMD00164982","SAMD00164983","SAMD00164984","SAMD00164985","SAMD00164986","SAMD00164987","SAMD00164988","SAMD00164989","SAMD00164990","SAMD00164991","SAMD00164992","SAMD00164993","SAMD00164994","SAMD00164995","SAMD00164996","SAMD00164997","SAMD00164998","SAMD00164999","SAMD00165000","SAMD00165001","SAMD00165002","SAMD00165003","SAMD00165004","SAMD00165005","SAMD00165006","SAMD00165007","SAMD00165008","SAMD00165009","SAMD00165010","SAMD00165011","SAMD00165012","SAMD00165013","SAMD00165014","SAMD00165015","SAMD00165016","SAMD00165017","SAMD00165018","SAMD00165019","SAMD00165020","SAMD00165021","SAMD00165022","SAMD00165023","SAMD00165024","SAMD00165025","SAMD00165026","SAMD00165027","SAMD00165028","SAMD00165029","SAMD00165030","SAMD00165031","SAMD00165032","SAMD00165033"
"Actinomycetia",0.0566,7.46737,2.67392,3.15948,1.00017,1.75326,3.06467,24.67369,0.007,1.51285,7.49054,2.68255,1.64708,14.31258,5.50905,2.32284,2.98842,0.16269,42.25176,0.31769,3.3277,1.31598,3.77094,0.51603,0.05943,0.71748,4.40081,58.34697,2.2344,0,0.00911,0.02871,4.24712,4.20881,0.90267,3.47917,0.28495,4.76814,2.42705,4.30755,0.32636,1.06144,23.64775,4.94596,33.15964,9.04701,3.08595,1.5408,2.23121,0.57216,1.58162,1.075,4.60244,0.75924,7.11398,3.92494,0.74102,0.07881,0.98336,5.03209,0.76883,0.81622,18.03985,0.00419,12.26134,3.31725,9.18135,6.41566,1.50698,0.80217,0.02861,2.05608,1.67391,2.04845,0.16679,0.14337,2.85245,4.4286,4.41821,2.6946,0.30243,1.31091,0.07571,2.10443,1.94538,4.80515,1.00221,0.09876,1.60454,2.15544,1.00703,13.27038,2.05396,0.27832,2.55529,2.00359,1.13862,10.29935,0.3525,1.0655,0.54632,19.29848,4.11564,1.16947,4.06617,0.80417,2.39376,3.40796,0.52798,3.46012,0.3018,6.13236,0.05582,2.76801,0.3647,3.12922,1.43544,7.49739,0.04286,0.04262,3.31116,2.46617,0.41479,0.51962,3.02121,6.4423,0.25896,5.06155,4.34439,3.0477,8.14601,0,0.24437,0.01273,0.58615,2.4793,3.16695,2.79279,0.49134,0.9157,9.82474,3.15417,40.32957,4.49987,1.15745,0.04934,0.03215,5.47882,9.06513,0.39317,0.01567,0.12941,3.97141,2.53238,0.01844,4.54454,0.98951,2.11944,0.02464,0.04411,1.42967,6.53688,0.84856,1.73617,7.71318,4.8643,4.26784,11.12195,4.44326,0.59159,0.56599,0,33.47041,3.05446,0.12622,6.21903,1.71105,1.49837,0,0.12863,0.96856,5.17425,8.17842,0.34401,13.77301,29.12627,0.86819,0.01827,0.59462,6.87685,1.63365,2.85028,7.96847,0.02619,0.20087,2.30175,0.39327,1.75845,6.00286,2.41925,0.16025,3.51466,0.31555,6.71742,1.9359,0.02563,5.39139,11.97399,0.32693,0.01367,0.91894,1.44627,0.16138,16.92099,0.14602,2.37888,0.53568,0.96432,0.16288,0.11089,9.73968,0.71689,0.61707,0.03331,1.70647,0.65403,1.57351,2.22516,3.6332,0.57318,0.00104,1.8859,1.55744,0.60406,0.03498,0.55045,0.02374,3.20963,0.79613,4.14449,0.49089,8.84056,0.497,1.43941,1.22119,3.64905,10.72656,0.26484,0.42174,0.01694,4.06696,1.34193,1.67766,0.04226,0.74402,1.33893,0.11506,0,0.93597,1.30537,2.90443,0.93086,0.15191,0.02228,2.65973,9.75519,38.368,7.05158,3.74699,0.0089,13.40712,2.28071,15.56644,3.74275,3.33684,0.4839,0.36388,2.04197,1.07948,2.75963,1.42172,1.07462,3.33996,38.95127,0.20438,0.18474,2.2532,0.97166,1.7752,0.23907,0.02887,2.69763,1.09653,3.27971,1.01763,0.4513,0.21768,0,0.1959,0.00022,5.66219,0.37339,0.05642,2.49668,0.21417,2.51089,0.02861,0.64731,4.48284,0.52231,4.68148,0.45984,1.16497,0,4.30398,2.57643,0.10213,0.0216,0.01435,3.21371,3.41911,0.60879,8.94874,0.00353,0.12417,0,2.55121,0.48949,0.39361,0.62562,0.71448,5.43563,0.1132,2.7561,0.69819,0.56451,1.37085,0,0.4373,1.17857,0.35971,2.45918,0,6.71465,0.77503,0.02164,0.39179,0.93303,1.63908,8.66374,12.04082,0.0107,1.161,0.00204,5.53845,1.79899,0.98645,1.68722,1.271,6.21881,3.5967,0.00483,0.62397,0.02863,0.88227,0.02145,3.1518,3.11663,1.25376,6.23872,1.42279,12.19169,2.52537,0.69472,2.02042,0.366,2.92349,2.6801,11.80248,0.77639,0.11832,0.94905,0.14698,5.14863,8.3748,0.21105,58.13048,0.07486,1.13304,3.10386,0.1676,0.36201,0.62704,6.06504,0.60768,0.06774,1.12122,0.00148,0.06874,0,0.69361,16.38368,5.01484,0.52272,0.74426,1.53093,1.61061,3.1878,0.04567,2.95827,2.47218,0.06764,0.00394,0.2005,0.16498,3.31037,1.13609,6.87749,0.99092,3.77009,2.31378,0.00628,0.08842,0.18165,1.26188,0.01839,0.35206,1.61782,0.90603,1.84826,1.03367,4.01347,0.28315,0.05311,1.14829,0,2.19444,9.5229,1.63701,0.5426,1.63877,1.39284,1.04945,1.26237,4.45269,1.96006,4.01246,1.67583,14.09329,2.89084,0.02142,5.38216,0.30891,1.77734,1.61599,12.02903,0.00052,1.29176,0.19942,0.16266,0.28207,9.03498,1.24607,0.00264,0.92178,1.8925,0.78102,5.00197,0,2.76327,1.78382,1.60079,2.16226,2.19919,4.37085,1.60797,3.05021,1.9834,7.94046,44.74919,0.07757,5.16329,3.89009,0,0.27779,1.42855,0,0.50533,5.06485,0.414,0.52682,4.23209,1.16803,1.25902,0.06557,1.86012,15.62237,0.65195,10.791,0.71455,3.33,0.82536,2.8344,0.86833,1.5618,5.59204,0.09396,0.85214,0,0.04283,0.00906,2.34495,1.60303,9.80029,0.1253,4.25339,2.08816,7.30457,1.91309,0.77683,1.53405,1.59011,0.32027,0.99777,3.77461,1.05188,8.38376,0.07943,0.10862,0.32695,0.63866,0.69136,0.00726,0.01134,11.55035,0.40778,14.29993,1.14263,1.38651,0.23533,2.14561,0.52355,0.55262,0,5.11716,0,2.58552,0.80079,5.10535,0.21209,3.88411,8.15073,0.19149,0.54228,0,0.66445,14.41282,0.14981,4.10844,5.05714,7.45278,0.15095,0.18874,0.17302,0.49796,0.0022,1.77515,3.28628,5.84308,1.06613,0,0,2.4675,0.10302,0.03037,2.32139,2.5943,0.56987,0,0,4.15327,4.84083,10.88722,0.16354,9.2817,39.31312,13.7594,0.24539,0.21216,2.3535,2.61454,0.95269,0.8207,1.87559,5.18169,7.51534,4.96448,5.42223,13.05882,0.40791,7.17402,15.70431,0.06091,0.03755,3.91542,2.35483,1.02642,3.68195,7.95385,4.76798,72.67669,0.23951,0.14761,8.35812,0.72472,31.96179
"Coriobacteriia",2.03001,3.76905,3.41697,2.40465,1.23375,1.23365,0.96537,0.57986,0.71569,0.93057,2.92083,3.18596,0.85541,4.15405,4.25553,3.96165,5.94949,2.68414,0.27622,1.62578,3.61938,0.46772,4.75342,2.09743,0.19789,1.74273,0.99096,0.1202,3.54576,0.7669,0.37759,4.14793,0.71154,2.4061,0.73305,1.21379,1.02685,8.53241,0.95518,0.11955,1.97596,1.11442,9.51107,0.94245,1.6078,2.60597,2.43608,0.17962,2.12744,0.55211,1.96802,5.1118,0.43152,3.30678,5.57299,1.20184,0.5924,0.13472,1.80011,0.55931,1.07558,0.53185,7.01273,1.80298,1.49577,1.79345,11.2349,1.56744,0.74011,0.08421,0.96395,0.40152,0.0902,4.19063,0.35752,0.72184,0.71263,3.13993,3.01832,5.05154,0.84695,0.76452,0.14243,1.26689,0.73001,3.1189,0.38619,0.20539,1.78294,1.23007,1.12467,1.72931,0.74395,0.56795,0.63002,1.2291,1.97282,3.28495,0.35675,6.42139,1.07791,2.14993,0.63013,3.83648,0.2117,3.66888,3.76023,0.27151,0.25774,1.49118,0.95926,2.64191,0.40211,2.28622,1.6735,0.84777,2.98976,0.73064,0.44932,1.95176,1.42782,0.28829,1.06636,0.68733,0.0952,2.98759,1.99491,0.83184,0.29985,0.44034,1.18949,0.06175,0.28577,0.36454,0.19249,1.38541,1.18131,0.18703,0.65567,2.4356,2.3255,1.3412,0.08255,5.33113,5.96686,3.14795,0.1557,0.27763,2.48047,5.99636,0.42762,0.69403,1.57156,1.27356,0.27192,2.57961,0.54875,0.99607,0.16232,1.25864,2.16611,3.69561,0.20527,1.99046,6.58721,3.98002,1.57615,3.59835,1.53446,0.71155,0.27241,0.25949,4.43065,1.71961,0.22056,1.05168,0.86453,0.84007,1.11511,1.69962,1.33741,0.10226,10.25651,2.44919,4.37344,7.83785,0.1199,0.49727,0.07693,1.03062,0.18658,0.03488,2.09807,0.10299,1.15238,2.38725,2.24305,0.83952,3.71636,2.54015,0.55664,1.08932,0.71868,2.34461,0.5161,0.16291,4.7776,3.28316,0.18235,2.0441,0.2181,1.7844,0,0.28044,0.65412,1.29524,1.56999,3.03373,0.21531,1.62414,1.42947,0.31444,0.68219,1.39429,1.82621,0.48246,0.05668,5.68046,0.95943,0.93791,1.15484,0.01487,0.26783,1.44295,0.59887,1.00565,4.06175,2.22917,0.87116,0.07041,0.8126,0.02849,0.55685,0.71607,0.62054,4.83905,0.62102,1.42727,1.12912,7.85912,1.34202,0.30137,1.08709,0.34927,1.01704,0.91177,0.00195,0.07958,1.3394,0.06354,0.59719,0.53469,0.66636,0.02341,0.51374,1.97931,3.45184,0.31427,0.95505,0.00271,1.30878,0.13115,1.30991,7.18278,0.48716,1.18762,1.09397,4.95507,1.0454,3.40755,0.20501,0.85656,2.48055,4.7516,0.23713,8.17589,1.08542,1.60611,5.19735,1.832,0.31951,0.78884,0.80092,0.24277,0.24241,1.3619,2.9605,0.0034,0.07373,0.08819,0.847,0.51522,0.44234,0.54296,0.05954,3.46956,5.26928,0.11055,1.22517,1.43194,3.73177,2.4834,0.86987,0.00766,3.83003,0.56475,0.24682,0.18948,0.31136,1.17346,0.46658,1.19959,1.88958,0.00582,0.80734,0.05695,0.0452,0.07844,0.17727,0.02942,0.46564,0.42689,1.39198,1.17207,0.017,2.07582,0.09536,0.0605,2.62194,1.00707,0.24139,1.26226,0.24719,2.52889,0.93584,0.15485,0.30895,1.75733,3.10621,6.36871,12.29889,0.2064,0.54872,0.51226,0.81215,0.00329,0.53549,3.4337,1.03709,5.55195,2.816,6.52701,0.12268,2.77075,0.48426,0.20091,3.70741,0.37647,0.46105,1.92183,0.69496,2.03563,2.36802,0.99234,5.51516,2.59216,3.40988,1.71658,4.17563,0.01724,6.49108,0.2086,0.28681,2.64662,5.31462,2.92576,0.76381,0.22113,0.0486,0.52736,1.3572,0.07389,1.25784,1.0275,0.17986,0.0547,0.00494,0.12834,0.8421,0.86522,0.80058,4.91657,0.25039,3.198,1.82344,0.52843,1.08441,0.38557,1.42905,0.98225,0.53465,0.74026,0.53897,0.95317,0.47821,2.34607,0.84502,0.31436,0.04667,4.78665,1.57327,0.80512,0.21897,0.19605,0.71532,0.13222,0.2692,0.70513,0.78702,0.47128,0.33949,0.35164,0.50568,1.80306,1.24936,0.92659,0.93094,2.34465,1.36951,0.04766,0.35925,0.7449,0.51923,0.86668,2.95409,0.83603,1.56614,0.54774,1.6726,0.00439,0.193,2.22002,0.09728,0.60608,4.83225,0.4431,0,3.57229,1.4224,0.52359,0.80476,0.72991,4.76933,0.12388,6.15521,0.30807,0.64714,7.7457,0,1.64648,0.35903,2.19971,7.84858,3.6714,0.56476,0.8266,0,1.08613,2.69115,6.90098,0.3778,0.80576,0.56905,0.4769,1.48102,1.92075,0.04247,0.2272,0.00168,1.27252,0.15486,0.69898,2.21858,0.88739,0.35126,2.51054,0.06884,0.3917,0.68113,0.47422,1.84767,4.26963,1.09125,1.5239,0.01478,0.36851,0.38335,0.50702,0.04599,0.16588,1.47645,0.72996,0.86916,1.90863,0.84934,1.21089,0.3904,5.2573,2.19713,0.52543,0.21854,1.1375,0.66614,0.24319,2.94424,0.04353,2.54278,0.04538,0.07448,0.05081,1.51149,1.04438,4.74594,1.11863,4.13209,1.1434,0.39435,2.67728,3.23149,0.38831,2.65206,0.97027,0.93593,0.18792,1.11142,0,0.26709,0.03844,2.80648,0.35634,1.54974,0.8592,0.71531,1.37247,1.76711,0.00587,1.49066,1.30485,1.18163,4.51378,1.77565,6.73135,5.52232,0.35381,1.82925,0.07244,0.22924,0.40264,0.19534,2.42482,0.40415,0.33455,1.37886,3.16037,0.28083,0.54828,0.41909,1.15429,2.2851,0.00163,3.33126,0.25818,0.10346,0.45064,0.29757,5.25971,1.4104,0.62584,1.15482,0.83053,0.55862,0.46594,0.6129,2.48565,6.27215,2.96272,3.57082,0.44416,4.91991,0.4781,9.62996,2.12302,0.13244,0.43362,1.63025,1.45442,0.2404,4.97962,0.73013,0.3311,0,3.10397,1.95453,1.86112,1.64305,0.17583
"Saccharomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
