"","CCIS00146684ST.4.0","CCIS00281083ST.3.0","CCIS02124300ST.4.0","CCIS02379307ST.4.0","CCIS02856720ST.4.0","CCIS03473770ST.4.0","CCIS03857607ST.4.0","CCIS05314658ST.4.0","CCIS06260551ST.3.0","CCIS07277498ST.4.0","CCIS07539127ST.4.0","CCIS07648107ST.4.0","CCIS08668806ST.3.0","CCIS09568613ST.4.0","CCIS10706551ST.3.0","CCIS10793554ST.4.0","CCIS11015875ST.4.0","CCIS11019776ST.4.0","CCIS11354283ST.4.0","CCIS11362406ST.4.0","CCIS11558985ST.4.0","CCIS12370844ST.4.0","CCIS12656533ST.4.0","CCIS13047523ST.4.0","CCIS14449628ST.4.0","CCIS15704761ST.4.0","CCIS15794887ST.4.0","CCIS16326685ST.4.0","CCIS16383318ST.4.0","CCIS16561622ST.4.0","CCIS17669415ST.4.0","CCIS19142497ST.3.0","CCIS20795251ST.4.0","CCIS21126322ST.4.0","CCIS21278152ST.4.0","CCIS22275061ST.4.0","CCIS22416007ST.4.0","CCIS22906510ST.20.0","CCIS22958137ST.20.0","CCIS23164343ST.4.0","CCIS24254057ST.4.0","CCIS24898163ST.4.0","CCIS25399172ST.4.0","CCIS27304052ST.3.0","CCIS27927933ST.4.0","CCIS28384594ST.4.0","CCIS29210128ST.4.0","CCIS29688262ST.20.0","CCIS31434951ST.20.0","CCIS32105356ST.4.0","CCIS32452666ST.4.0","CCIS33816588ST.4.0","CCIS34055159ST.4.0","CCIS34604008ST.4.0","CCIS35092938ST.4.0","CCIS35100175ST.4.0","CCIS36699628ST.4.0","CCIS36797902ST.4.0","CCIS37250421ST.4.0","CCIS38765456ST.20.0","CCIS40244499ST.3.0","CCIS41222843ST.4.0","CCIS41288781ST.4.0","CCIS41548810ST.4.0","CCIS41692898ST.4.0","CCIS41806458ST.4.0","CCIS44093303ST.4.0","CCIS44676181ST.4.0","CCIS44743950ST.4.0","CCIS44757994ST.4.0","CCIS45571137ST.3.0","CCIS45793747ST.4.0","CCIS46047672ST.4.0","CCIS46467422ST.4.0","CCIS47284573ST.4.0","CCIS47745468ST.4.0","CCIS48174381ST.4.0","CCIS48507077ST.4.0","CCIS48579360ST.4.0","CCIS48725289ST.4.0","CCIS50003399ST.4.0","CCIS50148151ST.4.0","CCIS50369211ST.20.0","CCIS50471204ST.4.0","CCIS50561855ST.4.0","CCIS51595129ST.4.0","CCIS51667829ST.4.0","CCIS52234160ST.4.0","CCIS52370277ST.4.0","CCIS53043478ST.4.0","CCIS53355328ST.4.0","CCIS53557295ST.4.0","CCIS54027808ST.4.0","CCIS55230578ST.4.0","CCIS55531770ST.4.0","CCIS56503244ST.3.0","CCIS58234805ST.4.0","CCIS59132091ST.4.0","CCIS59903910ST.4.0","CCIS61287323ST.4.0","CCIS62605362ST.3.0","CCIS62794166ST.4.0","CCIS63448910ST.4.0","CCIS63468405ST.4.0","CCIS63910149ST.4.0","CCIS64773582ST.4.0","CCIS64785924ST.20.0","CCIS65479369ST.4.0","CCIS70398272ST.4.0","CCIS71301801ST.4.0","CCIS71578391ST.4.0","CCIS72607085ST.4.0","CCIS74239020ST.4.0","CCIS74726977ST.3.0","CCIS76563044ST.4.0","CCIS76845094ST.20.0","CCIS77100899ST.4.0","CCIS77252613ST.4.0","CCIS78100604ST.4.0","CCIS78318719ST.4.0","CCIS79210440ST.3.0","CCIS80834637ST.4.0","CCIS81139242ST.4.0","CCIS81710917ST.20.0","CCIS81735969ST.20.0","CCIS81887263ST.4.0","CCIS82146115ST.4.0","CCIS82507866ST.3.0","CCIS82944710ST.20.0","CCIS83445808ST.4.0","CCIS83574003ST.4.0","CCIS83870198ST.4.0","CCIS84543192ST.4.0","CCIS85214191ST.3.0","CCIS87116798ST.4.0","CCIS87167916ST.4.0","CCIS87252800ST.4.0","CCIS87290971ST.4.0","CCIS87605453ST.4.0","CCIS88007743ST.4.0","CCIS88317640ST.4.0","CCIS90164298ST.4.0","CCIS90166425ST.4.0","CCIS90443472ST.4.0","CCIS90903952ST.3.0","CCIS91228662ST.4.0","CCIS93040568ST.20.0","CCIS94417875ST.3.0","CCIS94496512ST.4.0","CCIS94603952ST.4.0","CCIS95097901ST.4.0","CCIS95409808ST.4.0","CCIS96387239ST.4.0","CCIS98482370ST.3.0","CCIS98512455ST.4.0","CCIS98832363ST.4.0"
"Clostridiaceae",0.08422,0.24509,0.80428,0.59645,0.44345,2.15641,0.11182,0,2.78437,0.03861,0.08061,0.04426,0.5579,0.02366,0.52167,0.52089,2.20132,1.59078,0.12718,0.00041,0.5184,0,0.23589,0.01431,1.49737,19.28518,3.0247,0.05932,0.31004,0.85746,0.0898,1.84541,0.07018,1.96321,5.09992,0.2677,0,0.74493,0.28194,0.27798,0.36702,1.88962,0.59813,0.1535,0.00529,0.12052,0,0.03046,4.52271,0.03538,10.11298,0.30569,1.35074,0.2011,0.68948,4.79138,0.00358,0,0.34882,0.61925,1.07899,0.54646,3.93783,0.06355,0.01527,0.16297,0.27908,0.34734,0.18158,3.47958,0.15319,0.31065,0.36538,0.02595,0.49862,0.92921,0.09026,0.05786,10.27913,2.7504,0.81499,0.57452,0.00687,0.03909,0,0.75192,0.12585,0.37403,0.60879,0.32271,0.50233,0.08781,0.09434,0.37562,0.88887,14.79405,0.00431,0.02391,3.10441,1.06083,0.25416,0.49819,0.95503,5.7609,0.14615,0.18925,0.13945,0.05124,1.8466,0.44062,0.45344,0.10155,2.74759,0.87537,0.0306,0.00234,0.28449,0.12211,0.15822,4.33408,0.53324,0.06445,0.18171,0.06607,0.27701,1.91442,0.38411,0.76215,0.07802,1.5934,0.14811,0.18223,0,0.19301,0.0268,0.03557,1.12786,0.86681,1.20359,0.53984,0.04858,0.12079,0.19384,0.05963,1.03335,0.32987,0.43346,1.58069,0.00652,0.14248,0.01839,0.39052,0,0.92291,0.43831,0.20966
"Eubacteriaceae",10.87074,2.27304,0.86845,1.34417,0.86727,6.55391,4.57336,8.01695,0.28376,1.77573,1.48818,0.00606,27.48845,1.96184,0.67006,6.96774,15.04889,33.2918,11.39705,13.34909,0.36617,4.31124,5.09219,0.01432,1.03187,0,1.19024,1.1863,0.70189,9.06471,2.75255,11.74244,7.44445,7.14493,0.18281,21.68486,0.02979,2.50771,3.87794,0.78482,1.31395,0,4.79641,1.70044,11.05303,2.09557,2.28443,0.83696,1.61012,3.04779,0.29737,0.16196,0.00401,1.49502,2.90899,3.67858,21.3586,0.129,1.20583,3.42102,4.82432,3.45322,0.55369,2.9469,1.42118,0.7719,0,2.73553,3.50684,0.18396,2.74179,0.35411,0.02401,3.99194,13.35437,0.45754,1.9063,2.612,2.26317,4.99683,2.8952,0,2.1873,1.45593,0.07421,4.12685,1.4953,7.70345,4.24159,12.6064,0.37127,11.84952,6.50174,10.76817,1.58516,6.37312,0.85096,15.62953,7.47959,2.60019,18.64923,6.02806,0.36047,2.31881,8.794,5.60493,0.39314,0,13.8282,6.12921,12.39746,0.11075,3.72577,2.25276,8.25565,1.88586,0.31597,2.90699,9.48458,0.68165,2.29364,4.71439,1.92977,0.02058,14.86439,6.53928,14.48092,1.68365,0.49839,0.69555,0.3615,1.0137,6.32807,0,2.23735,0,4.41234,3.19716,7.01925,2.09631,1.64099,2.25959,2.25222,8.85221,0.58252,1.08228,1.13082,10.37838,2.32512,4.9574,6.45331,3.75331,5.66207,7.63649,7.39054,3.33331
"Eubacteriales Family XIII. Incertae Sedis",0.02697,0,0.03267,0,0,0.10212,0.02295,0.01009,0.11264,0.01568,0.00297,0.00303,0,0.02775,0,0.05901,0,0,0.01564,0.03762,0,0,0.09702,0.00713,0.15431,0,0,0.01079,0.01935,0.03633,0.26559,0,0,0.04034,0.16594,0.00991,0.00403,0.00279,0.04079,0.00384,0.01007,0,0,0,0.05923,0,0.00763,0.3023,0,0.01602,0.00084,0.01638,0.00589,0.01357,0.09363,0.05954,0.00519,0.219,0,0.12594,0,0.04532,0.00968,0,0.00974,0.03914,0.0177,0.079,0.06037,0,0,0.01158,0.05951,0,0,0,0.00355,0,0.00792,0.00154,0.00709,0.00599,0,0.02204,0,0.00423,0.06295,0.0108,0.00617,0.00871,0.08095,0.02024,0.03385,0.00267,0,0,0.15977,0.06544,0.01449,0.04595,0.01835,0.03672,0.02864,0.00486,0,0.00508,0.00095,0.0093,0.01355,0,0.04164,0,0.02216,0.13502,0.00447,0,0.00396,0.00254,0.00243,0,0.00119,0.0081,0.02197,0.00495,0.01497,0.03192,0.07368,0,0,0,0,0,0.01095,0.00385,0.02911,0,0,0.048,0,0.03991,0.04627,0.03526,0,0.02104,0.00146,0,0,0,0.0168,0,0.00733,0.03143,0,0.00044,0,0.01108
"Lachnospiraceae",32.65575,17.35245,46.34991,32.53337,36.07072,28.80185,62.41685,25.25867,5.13054,32.05244,22.27316,30.60966,17.57237,17.90443,48.28715,43.37089,7.8645,10.33684,33.61703,32.68885,11.28001,6.71605,11.01385,46.42462,13.29625,17.58853,20.61546,12.16488,13.11752,22.43742,24.9686,56.06191,9.87448,48.30218,39.03629,38.04554,25.3299,41.52882,32.30395,36.27583,4.39187,7.68972,5.81131,22.86033,4.83169,26.11206,9.48113,56.94618,51.4633,21.88048,38.5345,9.56023,26.58458,39.19748,50.38315,22.48107,53.74406,6.98438,36.57938,38.12506,9.83296,28.65033,30.13481,18.28366,46.29233,22.81011,15.82761,44.04224,31.32652,1.73835,43.92946,32.53679,6.50724,13.9205,27.48653,18.42985,50.64681,17.47634,33.48415,50.44843,34.07018,21.5537,41.70651,38.54191,13.70951,43.79348,44.0388,37.29966,20.82383,15.66276,23.09287,26.28283,27.37306,20.95278,35.64796,33.19824,17.6556,63.57456,49.5835,24.25092,31.12367,17.89334,14.95369,33.89017,34.55303,33.21464,22.59948,30.02056,22.97403,7.07804,28.02394,8.40341,37.67112,32.09767,25.04552,39.48936,47.01637,26.70898,29.56046,29.14295,29.34863,43.73376,44.19883,18.60656,29.77682,20.25909,58.77551,45.4067,40.75838,35.19548,11.54019,11.08236,14.42733,4.07664,12.3036,1.2006,3.19606,34.5618,11.02752,14.59647,25.44564,28.0534,7.054,24.84727,30.02179,7.33774,13.4695,20.69751,53.10522,37.19007,33.39508,49.7986,10.17972,41.86232,27.46725,28.59274
"Oscillospiraceae",16.4648,2.19938,19.20614,3.24789,24.46971,15.5362,9.3535,14.68019,13.5524,11.90605,8.73807,13.52853,11.99701,12.60329,9.05645,16.2958,21.22296,5.63704,19.28203,11.15239,5.11298,21.10421,9.45404,17.02265,8.92411,12.2098,21.02805,9.53161,3.36462,13.56582,32.59645,5.29857,15.69273,19.53806,11.60063,27.22134,13.92778,2.8274,11.8485,38.2531,2.30246,24.65561,11.90537,31.90129,38.41237,21.39862,13.00961,1.35994,14.03251,12.2909,12.49838,10.80285,11.39728,37.3605,13.72785,12.09596,2.61602,15.96591,32.8366,8.45013,3.30538,27.30833,13.539,15.96469,16.80617,3.15829,1.64181,31.19653,15.56629,10.4801,9.95764,29.12341,27.85123,1.23345,14.03456,8.95327,5.05201,5.30464,6.18962,15.27229,28.32963,10.50483,1.51681,20.4571,5.153,19.39414,13.87104,19.79443,6.86449,14.09719,20.19621,15.32397,8.801,20.07935,17.73121,8.19011,2.51433,3.64019,3.24072,4.3902,11.71884,6.29225,0.06406,6.12512,25.3734,12.99822,31.86982,5.71994,19.72235,2.11177,21.4112,1.18988,20.47085,7.73512,14.7038,22.08715,6.22482,10.34775,29.98777,23.42076,12.33611,9.97662,21.8502,2.48956,18.05911,18.91479,14.37416,6.15935,28.21259,16.73671,11.89261,35.44016,5.25225,9.31983,10.42311,15.16183,8.15544,18.6304,9.90463,15.62238,14.87696,23.04546,10.13676,16.62476,5.87761,10.08515,20.46609,15.22336,4.08346,21.15425,17.50395,21.4738,7.92286,7.79058,8.2664,17.04392
"Peptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0.1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcaceae",0.0499,0,0,1.97532,0.25506,0,0.03032,0.11251,0.1183,0,0,0,0.10063,0.06018,0,0.0021,0.02633,0,0.1151,0.00428,0.05771,0,0.99232,0.05023,2.43735,2.65194,0.24632,0.68524,0.01999,0.00974,0.48258,0.09465,0.10578,0.00739,0.20932,0.12942,0,0,0.01141,0.04281,0.00229,0,0,0.48047,0.01713,0,0.00053,0.06475,0.90875,0,0.21255,1.9168,0.0303,0,0.21594,0.80712,0.07808,0.00615,0,0.37888,0.14063,0.00582,0,0,0.00089,0,0,0,0,0,0.00402,0.07808,0.41694,0,0.06124,0,0,0.05191,0.25868,0.29412,0.5053,0.14366,0,0.01636,0,0.14052,0.08909,0.69668,0.03659,1.13457,0.18951,0.0318,0.01371,0.01656,0.02963,0.30186,0.7395,0.00656,0.54959,0.31258,0.0925,0,1.00309,0.96411,0.15519,0.25568,0.09182,3.28574,0.21968,0.05665,0.2681,0,0.23871,0.0616,0.10633,1.52056,0.02311,0.08805,0.1535,0.01817,0,0.24289,0.12424,0.03821,0,0.06286,0.00966,0.00231,0.13819,0,0.00047,0,0.02961,0.01932,0,0,0.00628,0.03776,0,0.08121,0,0.38254,0.01036,0.00428,0,0,0,0.01149,0.00438,0.136,0.03513,0.12101,0,0.03208,0.01989,0.01414
"Coprobacillaceae",0,0,0,0.00318,0,0.00925,0,0,0,0.45393,0.02831,0,0,0.26441,0,0,0,0.0753,0.15868,0,0,0,0,0.00539,0.02127,0,2.92021,0,4.04867,0,0.01887,0,0,0,0.02748,0,0,0.62655,0,0,0,0,0,0,0,0,0,3.28159,0,0.03396,0,2.33804,0,0.03067,0,0,0.30075,0.09617,0,0.09667,0,0.02244,0.14184,0,0,0,0.85799,0,0,0,0,0.01745,1.50256,0,0,0,0.02059,0,0.36681,0,0,0,0,0,0,0,0,0.34983,0,0.61442,0.15379,0.33277,0.72929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04787,0.24929,0.09643,0,0,0,0,3.19568,0.14845,0,0.00198,5.69129,0.017,0,0,0,0,0,0,0.00067,0.00971,0,0,0,0,0,0,0,0.30617,0,0,0,0,0.02896,3.2651,0.25611,0,0.00245,0,0.75673,0,0,0.15849,0.00024,0,0,0.0084,0,0,0
"Erysipelotrichaceae",0.01231,0.08351,0.02429,0,0.32811,0,0.06089,0.00021,0.97688,0,0.15326,0.97847,0.00069,1.9499,0.02179,0.02135,0.12961,0.10459,0.16993,1.58746,0.94206,0,5.32086,0.15202,0.74763,6.3512,0.49589,0.07598,0.87566,0.10223,0.16129,0.00102,0.17969,0.75252,0.29686,0.02692,22.34968,0.63507,0.2891,0.28326,0.40338,0,0.01731,0.15966,0.0357,0.04673,0.15344,0.18809,1.02699,0.03539,0.02577,1.77318,0.06031,0.0511,0,0.33138,0.04169,0.70599,0.03292,0.41573,0.28193,0.18838,0.77685,0.02056,0.02704,0.09595,1.84817,0.02943,0.15798,0.18987,0.14179,0.2535,0.6172,0.02055,0,0.02103,1.45836,0.09872,0.64516,0.01624,0.09741,0.28683,6.07846,2.63789,0.00225,1.43333,0.30317,0.05649,0.42204,0.41451,0.46409,0.40489,1.65853,1.68786,0.08877,0.00653,1.02889,0.12429,0.09395,0.63077,0.96819,2.58375,0.03508,0.88099,0.43854,0.41157,1.08294,0.57236,0.16986,2.27857,1.1162,4.23928,10.42658,0.80033,0.1618,0.575,0.32815,0.24622,0.14079,1.09447,0.63298,0.14692,1.81956,4.04641,0.0133,3.84651,0.03546,0.19812,0,0.14557,0.00458,0.04544,0.10549,0.62566,2.76544,0,0.08315,0.15251,0.20425,0.77282,0.32055,0.14457,0.04392,0.18603,0,0.76573,3.3849,0.34849,0.05442,0.00055,0.1785,1.23218,0.03519,0.02683,0.2973,0.00568
"Turicibacteraceae",0,0,0,0,0,0.19819,0,0.0042,0,0,0,0,0,0.02004,0.01242,0,0,0,0,0,0.32782,0,0.11223,0,0,0.07249,0.0151,0,0,0,0.01139,0.05086,0.05901,0.00991,0.02699,0,0,0,0,0,0,0,0,0.04542,0,0,0.02033,0,0.19972,0.00379,0.0101,0,0,0,0.02122,0.13688,0,0,0.0115,0.07661,0,0,0,0,0,0,0,0,0.00155,0,0,0,0.06049,0,0,0,0,0,0.00039,0.08775,0,0,0,0,0,0.17838,0,0.03268,0.00816,0.69486,0.19916,0,0.03953,0,0,0,0,0.001,0.00333,0.1032,0.00194,0,0.06604,0,0.02238,0,1.02401,0,0.00172,0,0.19741,0,0.17549,0.024,0,0.00058,0,0.00193,0,0.16081,0,0,0,0,0,0.00438,0,0,0,0,0,0,0,0,0,0,0,0.00117,0,0.00065,0,0.01314,0,0.00128,0,0,0,0.02473,0,0,0,0,0,0,0,0.02364
"Acidaminococcaceae",2.36484,0.93901,0.402,0.83534,0.26144,0.63056,4.18359,0.42122,1.95086,0.00514,2.19842,2.12215,0,1.51981,0.94786,0.13724,2.32713,5.05845,0.86774,0.00673,1.89897,0.58513,0.24051,0,0,26.17045,0,2.54399,3.76679,1.61239,0.63347,0,0.19263,0,1.86038,0.55724,0.53001,2.62718,2.1262,0.05305,0.3589,0,2.8594,0.08303,0.36384,3.25678,2.40418,0.48286,0.79021,0,0.64527,0.66505,1.74897,0.87201,0.63221,2.93084,0.15488,0,0,0.55581,2.00559,1.02788,0.457,0.00175,0.85359,0.50056,1.01419,0.92789,0.22025,0,1.99899,0.5046,0,0,0.00894,1.91628,1.1534,2.06688,0.05624,0.07755,0,0.69086,0,1.4663,0.40774,1.22574,0.00406,0,0.8539,0.14283,0.31217,0.84549,0.96689,0.47456,1.09102,0.85452,0.79337,0.01182,0.00188,3.40812,1.1374,0.48752,0,1.85677,0.15185,0.72555,0,1.29912,1.37467,1.48768,0.95254,0,0.98815,4.95738,2.7394,1.55456,1.73693,3.93614,0,4.26983,2.90448,0.10972,0.5613,1.58025,1.01505,0.90528,0.01063,0,0.16324,0.01788,0,0.21196,0.13461,1.45382,0.53043,19.41414,2.64933,0.36871,1.06348,0,0,1.58444,3.30921,2.84142,1.03035,1.91859,0.74145,0.34888,0.58936,0,0,0.16704,2.79676,1.30557,1.76423,0.39116
"Selenomonadaceae",0,0,0,0,0,0,0.04917,0,0,0,0,0,0,0.01354,0,0,0.0358,0.1811,0,0.24949,0,0,0,0,0.08512,0.00432,0,0,1.80815,0,0.00501,0,0,0,0.06,0,0,0.09984,0,0,0,0,1.6884,0,0,0,1.36388,0,0,0,0,0,0.0222,0,0,0,0,0,0,0.16237,0,0,0,0,0,0,0,0.18825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411,0,0,0,0,0,0,0.29995,0,0,0,0.3448,0,0,0.49614,0,0,0.0014,0,0,0,0,0,0.00291,0,0.01319,0,0,0,0,0,0,6.58899,0.00061,0,0.51141,0,0.90796,0.00132,0,0,0,0,0,0,0,0,0.38472,0,0,2.7453,0,0.26126,0,0,0,0.21232,0,0,1.07071,0,0,0,0.80114,0,0,0.01572,0,0,0,0.35851,0,0,0
"Veillonellaceae",0.00558,0.06557,1.78589,0.50267,0.00056,0.08113,0.01858,0.00121,0,0.26918,0.05524,0.00974,0.08042,0.03319,0.17397,0.08609,0.0715,0.36764,0,0.01297,0,0,0,0.10669,3.08894,5.96565,0.99158,0.6336,7.70573,0,0.10729,0.2075,0.02862,0.07613,0.10054,0,0.00723,0.04953,0.08567,0,0.00342,0,0.04218,1.84687,0.4275,0,1.06208,0.00599,0,0.8064,0.07984,1.04723,1.12506,0.00137,0.01886,0.8185,0.01919,0.00858,0.1189,0.11502,0.23593,0.0014,0.02465,0.10224,0.43015,0.05348,0.00704,0,0.14201,0.05197,0.01299,0.4515,0,0.4447,0.68452,0.00495,0.03295,0.00784,0.05598,0.39105,0.35302,8.59644,0,0,0,0.01036,1.56711,1.9881,0.508,0,0.00383,0,0.06393,0,0.03338,0.02167,1.20792,0.00577,2.12113,0.2125,0.16728,0,0,0.00269,0,0.07724,0.02286,0.65266,0.0015,0.04648,0,4.27232,0,0.01843,0.00168,1.38378,0,1.32969,0.32372,0.07595,0.18465,0.01604,0.02527,0.67475,0.00563,0,0.18339,0,0.47055,5.39172,0.5406,0.16963,1.21877,2.17274,0,0.13032,0,0.34931,0,0.08371,0.12544,2.81825,0.09981,0.00287,0.00915,0.15457,0.0898,0.01483,0.62555,0.46692,6.15292,0,0.6387,0.01281,0.01103,2.88716
"Peptoniphilaceae",0.00507,0,0,0.13036,0,0.00703,0,0,0.24488,0,0.00073,0,0,0.52627,0,0,0.01175,0,0,0.00322,0,0,0.4252,0.00654,0.04572,0,0,0.01206,0,0.00719,0.02141,0,6e-04,0.00058,0.36293,0.00016,0,0,0.12663,0,0,0,0,0,0.0058,0,0,0.01383,0,0.00068,0,4.40844,0.04886,0,0,0.84577,0.00153,0.00811,0,0.08034,0.05599,0,0,0,0,0.01414,0,0,0,0,0,0,0.01085,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0.00614,0.00857,0.18152,0.80125,0.73916,0,0,0.00404,0,0,29.78581,0.00773,0.03552,0,0.02396,0,0.02767,0.007,0.0029,0,0,0.48494,0,0.09222,0.01612,0,0,0.02561,0.00023,1.80468,0.00137,0.04319,0,0,0.01451,0.02131,0.00693,0.03159,0.00513,0.325,0.00614,0,0,0,0,0,0,0,0,0,0,0,0,0.00501,0.07077,0,0,0,0,0.07305,0.00128,0,0.00874,0,0,0.00023,0,0,0,0
"Fusobacteriaceae",0,0,0,0.42905,0,0,0,0,0,0,0,0,0,0,0,0,0.99223,0,0.00947,0,0,38.17692,0,0,0.09095,0.04223,0,0,0,0,0.03376,0,0,0,0.03495,0.16109,0,3.04468,0.04048,0,0,0,0,0,8e-05,0,1.18004,0,0,0,0.00271,0.78898,0.00305,0,0,0.18937,0,0,0,0.06054,11.58522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556,0,0,0,0,0,0,0,0,0,0,0,0.09871,0.06159,0.00032,0,0,0,0,7.00085,0,0,0.63144,0.00084,0,0,0,0,0,0,5.50175,0,0.00668,0,0,0,0,0,0.09641,0,0.21113,0,0,0,0,0,0,0,0.19627,0,0,0,0,0,0,0,0,0.01304,0,0,0,0,0,0,0,0.15644,0,0,0.30745,0,0,0,0,0,0,0,0,0,0
"Leptotrichiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallaceae",0,0,0,0,0,0.02193,0,0.00141,0,0,0,0,0,0.16445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04806,0,0,0,0.03467,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0.00127,0.00739,0,0.02876,0,0,0,0.00299,0,0.24696,0,0.00123,0,0,0,0.00086,0,0.01563,0,0,0,0.03313,0,0,0,0,0,0,0,0,0.02042,0,0,0,0,0,0.00545,0.02881,0,0,0.02086,0.2253,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0.0281,0,0,0,0,0,0,0,0,0.00746,0,0,0.00381,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0,0.01633,0,0,0,0,0,0,0,0,0.00828,0.3452,0.05222,0,0,0,0,0,0.01296,0,0,0,0,0.04887,0.01423
"Burkholderiaceae",0,0,0,0,0,0,0,0,0,0,0.00553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05211,0,0,0,0,0,0,0,0,0.00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16293,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterellaceae",0.59655,0.05717,0,0,0.26045,0.11616,0,0,0,0,0.13577,0,0.04512,0.00584,0.01708,0,0.04123,0,0.28135,0,0.104,0,0.41941,0.06498,0,0,0,1.21556,0,0.05363,0.02644,0,0.01974,0.11096,0.07307,0.05485,0.34182,0,0,0.01606,0,0,0.03924,0.17305,0,0.03182,0,0.19334,0.10894,0.02092,0.01869,0.01747,0,0,0.11568,0.00976,0.12641,0,0.1224,0.03605,0,0,0.10145,0.24793,0.87112,0,0,0,0.43905,0.07096,0,0.01961,0,0,0.27856,2.13721,0.00726,0.0114,0.01703,0.22276,0.94659,0,0,0.15714,0,0.06276,0.02294,0,0.09287,0,0.17012,0.01869,0.28825,0.00895,0,0.04495,0,0,0,0.0661,0.05107,0,0.01749,0.01141,0,0,0.29567,0,0.40579,0.10703,0.12138,0,0,0.04638,0,0,0.00182,0.04488,0.90154,0,0.00432,0.68621,0.07775,0.01709,0.00416,0.44438,0.02462,0.198,0.2432,0.01984,0.14552,0.54327,0,0.11748,0,0.35263,0,0.01688,0.00054,0.60518,0,0,0,0.05249,0.00368,0,0,0.16067,0.00451,0.12596,0.51738,0,0,0,0.07414,0.05197
