"","LILT_GF06_16","LILT_GF12_16","LILT_GF15_16","LILT_GF16_T017","LILT_GF17_16","LILT_GF18_T016","LILT_VF00TL_16","LILT_VF02_T016","LILT_VF04_16","LILT_VF06_16","LILT_VF07_16","LILT_VF100_T016","LILT_VF102_T017","LILT_VF107_16","LILT_VF114_T017","LILT_VF120_16","LILT_VF145_T017","LILT_VF154_T017","LILT_VF166_T017","LILT_VF174_T017","LILT_VF176_T017","LILT_VF192_T017","LILT_VF197_T017","LILT_VF29_16","LILT_VF30_16","LILT_VF31_16","LILT_VF32_T016","LILT_VF35_16","LILT_VF37_16","LILT_VF38_16","LILT_VF40_16","LILT_VF43_16","LILT_VF47_16","LILT_VF50_16","LILT_VF55_T017","LILT_VF56_16","LILT_VF60_T016","LILT_VF65_16","LILT_VF66_T017","LILT_VF69_16","LILT_VF70_16","LILT_VF71_16","LILT_VF73_16","LILT_VF77_16","LILT_VF84_16","LILT_VF90_16","LILT_VF95_16","LILT_VF97_16","LILT_VF270_T017","LILT_VF207_T017","LILT_VF234_T017","LILT_VF217_T017","LILT_VF273_T017","LILT_VF208_T017","LILT_VF281_T017","LILT_VF172_T017","LILT_VF216_T017","LILT_VF232_T017","LILT_VF264_T017","LILT_VF251_T017","LILT_VF259_T016","LILT_VF255_T016","LILT_VF170_T016","LILT_VF206_T016","LILT_VF212_T016","LILT_VF214_T016","LILT_VF261_T016","LILT_VF262_T016","LILT_VF263_T016","LILT_VF265_T016","LILT_VF279_T016","LILT_VF300_T016","LILT_VF301_T016","LILT_VF10_T016","LILT_VF140_T016","LILT_VF171_T016","LILT_VF18_T016","LILT_VF189_T016","LILT_VF28_T016","LILT_VF82_T016"
"Anaerobiospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387,0,0
"Citrobacter",26.12199,0,0,0,0.07279,0,0,0,0,0,0,0,0,0,0,0,0,0.26673,0.06696,0,0,0,0.50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05785,0,0,0,4.29377,0,0,0,0,0.16253,0.21168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703,0,0,0,0
"Enterobacter",0,0,0.04371,0,0.02188,0,0,0.01498,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0,0.39263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia",12.62107,0.4181,0.01037,0.03412,1.86933,0.61626,0.06447,0.13926,10.01834,3.239,0.01984,0.18147,0.17176,7.78665,4.89747,2.35365,0.41404,23.92702,0.0859,0.01382,0.06852,0.5254,2.81101,0.04925,4.32921,0.00841,0.01345,0.02718,4.11185,0.01748,0,3.57295,11.77519,0.18958,0.06537,42.0548,0,4.59708,0,0.64683,0,25.54747,3.57495,0.14609,1.01891,2.62148,4.71332,18.43296,1.8428,3.86352,8.00351,16.95676,9.30042,0.17408,0.9464,0.0037,75.47042,0.3914,0.00119,0.01108,0.47887,0.84953,0,0,0.03965,4.84021,0.34287,0.00146,0,0,0.02321,0.8166,0.69108,0.22049,0.8205,1.10975,0.00113,0.41614,0.03649,0.00375
"Klebsiella",0,0,0,0,0.38363,1.14161,0.86452,0,0.00559,0,0,0,0,0.23937,29.53764,0,0.53473,0.21768,0.14433,0,0,0,0,0,0,0,0,0,0,0,0,0.48309,0.00916,0,0,0.01442,0,0,0,0.55685,0,0,0,0,0,0,0,0,0.28319,0,0,0,0,98.54114,0,0,11.61344,0,0,0.06346,4.07299,0,0,0,0,67.09063,0,0,0,0,0,12.35284,18.68134,0,0.08679,0.30927,0,0,0,0
"Leclercia",0,0,0,0,0,0,0,0.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14003,0.06243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella",0,0,0,0,0,0,0,0,0,0,0,0.00622,0,0.11405,0,0,0,30.45142,0.01213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31536,0.01418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03266,0,0,0,0
"Proteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04503,0,0,0,0.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69255,0,0,0,0.00688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moraxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805,0,0,0,0,0,0,0,0,0,0.00728,0,0,0,0,0.26007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus",0,0,0,0,0,0,0,0.00566,0.00768,0,0,0,0,0.43441,0,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0.02273,0,0.01361,0.13084,0,0,0,0,1.21335,0,0.30918,0,0,0,0.02364,0.01169,0.00726,0,2.34938,0,0.04927,0,0,0,0,0,0,0.01472,0.00229,0,0,0,0.12611,0,0,0,0,0,0.01806,0.016,0,0,0.09358,0.12578,0,0,0.02572,0.00347,0.00066,0.00518,0
"Pasteurella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01615,0,1.17726,0.61369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5321,0,0,0,0,0,0.03076,0,0,0,0.05794,0,0,0,0.83759,7.50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0
"Brachyspira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus",0,0,0,0,0,0.01252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46385,0.11733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07136,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08525
"Fretibacterium",0,0,0,0,0.00295,0,0,0,0,0,0.00519,0,0,0.00286,0,0,0.00162,0,4.25721,0,0,0,0,0,0.00115,0,0,0,0.00106,0,0,0,0,0,0,0,0,0.01405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01424,0,0,0,0,0,0.00103,0.00388,0,0,0.0059,0.00587,0,0,0,0
"Jonquetella",0,0,0,0,0,0,0,0,0,0,0,0.03102,0,0,0,0,0,0,0,0,0,0.02348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter",0.12964,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0.92223,0,0,0,27.99244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48336,0.23483,0.02973,0,0,0.02215,0,0,0,0
"Blastocystis",0,0,0,0,0,0,0,0.78056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown",0.52483,0.14145,0.00413,0.36417,2.40661,0.71139,8.87618,0.50134,0.24864,1.07887,3.92218,2.41334,10.80058,0.55442,1.48411,10.10332,0.15937,0.00016,0.2991,0.14479,9.93382,6.72739,9.68021,2.68755,14.44624,5.56043,2.89957,3.65748,1.36864,1.30835,4.09723,0.24578,2.66146,8.79314,7.01325,0.00085,10.14078,3.81824,1.61763,2.80264,1.09123,0,4.86932,3.32087,13.46393,0.1906,0.67665,0.6942,3.48414,6.71534,0.70975,0.16284,0.14568,0,3.8473,0.05609,0,1.39953,0.93806,2.58061,3.94956,1.85495,35.07684,0,0.2945,0,3.68565,0.82466,0.89426,4.30663,0.0146,2.74213,1.49872,2.90355,7.56934,4.19811,0.46073,5.70986,3.00829,0.54117
"Akkermansia",23.66551,0.18524,2.85561,0.40494,0,0.0064,0.00686,0,0,15.66149,0,3.6591,0.14213,0.29683,2.90744,2.23572,0,0,0,2.59982,0,8.53086,0,6.64223,0,6.67213,0,0,36.78114,0,0,0,0,0.02883,0,1.22567,0,9.37244,0,0,1.54838,0,6.61653,8.50146,0.43015,0,0,0,0,0.04897,4.21262,0,0,0,0,0,0,0,0.00944,0,1.32267,0,0.57783,0,7.03657,0,0,0,0,0.52322,0,0,0,29.93876,0,0.02118,0.04887,0,8.29333,0.91603
